id_barang,name,price,date,sales
1484,"ACER ASPIRE 5 A514 52G 53X7 I5 10210 4GB 1TB MX350 2GB DOS- 14""",8099000,2017-01-23,9
1485,NOTEBOOK ACER ASPIRE 3 A311-31-C9S8,3500000,2017-01-24,18
1486,Acer Aspire 3 - A315-41 - AMD Ryzen 3 3200U VEGA 3 8GB 1TB W10H,6407000,2017-01-25,14
1487,Acer Aspire 5 A514 i3-7020U/4GB/1TB/W10,5945000,2017-01-26,13
1488,ACER ASPIRE 3 A314-21-A4-9120E-4GB-256GB-WIN10 BLACK,3690000,2017-01-27,10
1489,LENOVO LEGION 5i Core i5-10300H 16GB 512GB GTX1650Ti 4GB 120Hz Win10,16099000,2017-01-28,16
1490,"LENOVO LEGION Y540-15IRH - i7-9750H 16GB 512GB GTX1650 4GB 15.6"" 144Hz",16349000,2017-01-29,24
1491,Lenovo Ideapad IP330-14IGM Celeron N4100 4GB 1TB HDD 81D0005LID Black,4225000,2017-01-30,9
1492,Notebook Lenovo IDEAPAD 3-14ARE05 RYZEN 3 4300U 8GB-512GB SSD-WIN10-BL,7700000,2017-01-31,17
3288,NoteBook ACER ASPIRE A311-31-N4000-4GB-500GB-Windows 10 BLACK,3435000,2017-01-01,33
3289,"ASUS VIVOBOOK X441MA - N4000-4GB-1TB-WIN10-14""HD",4050000,2017-01-02,19
3290,LENOVO IDEAPAD SLIM 3 14ARE05 RYZEN 3 4300U-8GB-512GB-WIN10 + OHS,7500000,2017-01-03,20
3291,"Lenovo Ideapad 330-14IKBR Celeron 3867U/4GB/14""/HDD 1TB/Win 10",3699000,2017-01-04,18
3292,Lenovo Ideapad V130-15IGM with 4GB RAM and 15.6 inch HD LED FRE INSTAL,3609000,2017-01-05,20
3293,Acer Swift 3 SF314-41 AMD Ryzen 5 3500U 8GB 512GB VEGA 8 W10H,8499000,2017-01-06,30
3294,Acer Aspire 3 Essential Labtop A311-31- intel N 4000 4GB DDR4 500GB w10,3659000,2017-01-07,24
3295,"Lenovo Ideapad Gaming 3i - i5-10300H 8GB 512SSD GTX1650 4GB 15,6"" W10",12450000,2017-01-08,18
3296,LENOVO IDEAPAD FLEX 5 14IIL05 INTEL I3-1005G1 RAM 8GB 512GB SSD WIN 10,9599000,2017-01-09,19
3297,Notebook acer aspire one Ram 2GB HDD 320GB second,1599000,2017-01-10,24
3298,Acer Aspire 3 A314-41-42PE/A314-41-455L A4 9120E 4GB 1TB W10 14.0 DVD,3599000,2017-01-11,16
3299,ACER ASPIRE 5 A514-52G-59RA i5 10210 4GB 1TB MX250 2GB W10+OHS 14.0,8090000,2017-01-12,21
3300,"ACER ASPIRE 3 A315-41G-R1XP (AMD Ryzen 5 2500U / 8GB DDR4 / 1TB HDD / AMD Radeon 535 2GB / 15,6""HD",7999000,2017-01-13,30
3301,ACER ASPIRE 3 A314 33 N4120 4GB 1TB W10,3737000,2017-01-14,24
3302,ACER ASPIRE E5-475-31TQ Core i3-6006U 4GB 1TB WIN10,4390000,2017-01-15,23
3303,"Acer Aspire 3 A315 - 42 - Ryzen 3-3200U, 15.6”, 4GB, 1TB, W10",5430000,2017-01-16,16
3304,"Acer Aspire 3 A314-32-C09W - 14"", N4000, 4GB, 1TB, NoODD, Win 10, Red",3938000,2017-01-17,21
3305,ACER ASPIRE 3 A314 RYZEN 5 3500 4GB 1TB VEGA8 W10,6699000,2017-01-18,21
3306,Acer Aspire A514-51G-52C3 with Intel i5 8th Gen and NVIDIA 2GB VRAM,7526634,2017-01-19,23
3307,"ASUS Vivobook K413FA Intel Core i3-10110U RAM 8GB 512GB SSD 14"" Inch FHD UMA WIN10 Fingerprint",8150000,2017-01-20,35
3308,"Asus Vivobook A412DA EK551T AMD Ryzen 5-3500U MEMORI 8GB with 512GB SSD LED 14""FHD W10",8450000,2017-01-21,17
3309,ACER ASPIRE 3 A314 41 455L  A4 9120E 4GB 1TB DVD 14INCH W10 BLUE,3750000,2017-01-22,25
3310,Acer Aspire 5 Core i3 4GB SSD 512GB Nvidia MX130 2GB Windows 10 - Black,6899000,2017-01-23,16
3311,Acer Aspire A314-42PE with AMD A4 and 1TB HDD,4350000,2017-01-24,22
3312,ACER ASPIRE 3 A314 - Intel Celeron N4000 - 4GB RAM - 1TB HDD - 14 Inch HD - WIN10 - BLACK,3935000,2017-01-25,11
3313,"ACER ASPIRE 3 A314-41-42PE A4 4GB / 1TB / W10 / 14"" / DVD",3799000,2017-01-26,21
3314,"ACER Aspire 3 A314-32-C4WL 14"", N4100, 4GB, 1TB, NoODD, Win 10, Red [NX.GW7SN.005]",3799000,2017-01-27,23
3315,Acer Aspire 3 A315 Ryzen 5 3500 8GB 1TB Vega8 W10 15.6 R8SM/R34T/R3GZ,6999000,2017-01-28,18
3316,ACER Aspire 3 A315 RZYEN 3 VGA VEGA3 RAM 4GB HDD 1TB LAYAR 15INCH GAME PAKING KAYU ASURANSI,5890000,2017-01-29,24
3317,"Acer Aspire 3 - A314-32 [14""/N4000/4GB/1TB/Win10]",4350000,2017-01-30,16
3318,"ACER ASPIRE 3 A315-53-C4DS - N3867U 4GB 1TB WIN10 15.6""HD BLACK",3635000,2017-01-31,17
5114,ASUS ZenBook UM425IA-AM702S,13999000,2017-01-01,20
5115,MSI BRAVO 15 Ryzen 5 4600 8GB 256ssd RX5500M 4GB W10 15.6FHD - HITAM,12549000,2017-01-02,16
5116,LENOVO L340 15IRH-1UID GAMING i7-9750 8GB 512ssd GTX1650 4GB W10 + OHS,12749000,2017-01-03,17
5117,ASUS ZenBook Flip UX461FN i5-8265U 8GB 512GB SSD MX150 2GB W10,13700000,2017-01-04,20
5118,Asus Zenbook Pro Duo UX581GV H2036T | i7 9750H 32GB 1TBssd RTX2060 6GB,39499000,2017-01-05,26
5119,Asus Zenbook UX303UB i7-6500U/8GB/1TB/VGA GT 940M 2GB/WIN 10,14099000,2017-01-06,17
5120,ASUS Zenbook UM425IA AM701S | Ryzen 7 4700U 16GB 512ssd W10 14FHD,14500000,2017-01-07,22
5121,Asus Zenbook UX305UA Intel Core i7 Slim!!,16999000,2017-01-08,18
5122,"ASUS Zenbook UX333FN-A5812T i5 8265U/8GB/512GB/MX150 2GB/13.3"" FHD/W1",15500000,2017-01-09,17
5123,"ASUS ZENBOOK UX433FAC-A501T i5 10210U 8GB 512SSD INTEL UHD 14"" FHD W10",16299000,2017-01-10,11
5124,ASUS ZENBOOK UX430UN - i5-8250U-8GB-512GB SSD-MX150-2GB-WIN10-14FHD,11900000,2017-01-11,20
5125,ASUS Zenbook UX425JA i5 1035G1 8GB 512ssd W10 OHS 14FHD BM501T/BM502T,13299000,2017-01-12,23
5126,Asus Zenbook UM425IA-AM502S Ryzen 5 4500U 8GB 512ssd W10+OHS 14FHD,11549000,2017-01-13,16
5127,Lenovo Ideapad 130-15IKB--i3-6006--4GB--1TB--NVIDIA MX110 2GB VRAM,5676000,2017-01-14,20
5128,ASUS ZENBOOK UX334FLC i7 10510U 16GB 1TB VGA MX250 13 FHD,21796000,2017-01-15,25
5129,Asus Zenbook Pro Duo UX581GV 4K OLED i7 9750 16GB 1TB ssd RTX2060,35999000,2017-01-16,16
5130,ASUS ZENBOOK UM431DA-AM701T AMD RYZEN R7-3700U/8GB/512GB/VEGA 10/FHD,12100000,2017-01-17,22
5131,ASUS ZENBOOK UM431DA-AM701T AMD RYZEN R7 3700U 8GB 512GB VEGA 10,13500000,2017-01-18,23
5132,Asus Zenbook UM425IA Ryzen 7-4700U Ram 16GB SSD 512GB Win 10+ OHS 2019,13600000,2017-01-19,23
5133,Asus Zenbook Pro Duo UX481FL Touch Intel i7 10510 RAM 16GB 1TBssd w10,23999000,2017-01-20,18
5134,ASUS ZENBOOK UX434FLC-A701T/A702T I7-10510U 16GB 1TB SSD,21715000,2017-01-21,24
5135,ASUS ZENBOOK UM431DA-AM501T AMD RYZEN R5-3500U/8GB/512GB/VEGA 8/FHD,10699000,2017-01-22,23
5136,"ASUS ZENBOOK UX434FLC I5-10210-8GB-SSD 1TB-MX250 2GB-14"" FHD-WIN10",17399000,2017-01-23,18
5137,Asus Zenbook UX333FN A5811T i5,16200000,2017-01-24,21
5138,ASUS ZENBOOK UX433FAC A501T i5 10210U 8GB 512ssd W10 14FHD,14200000,2017-01-25,16
5139,Asus Zenbook UX331UA - i7 8550 RAM 8GB 256GB Win10 13.3 FHD,12200000,2017-01-26,27
5140,ASUS ZenBook Pro Duo UX581GV-H2041R i9-9980HK 32GB 1TB SSD RTX2060 6GB,54990000,2017-01-27,21
5141,ASUS ZENBOOK UX325JA - i5-1035G1 8GB 512GB 13.3”FHD W10 OFFICE,13299000,2017-01-28,20
5142,ASUS ZENBOOK FLIP UX362FA I5-8265 8GB 512GB SSD WIN10 13.3 FHD,13999000,2017-01-29,21
5143,Asus Zenbook Flip UM462DA-AI701T AMD R7 3700U 8Gb 512GB,14298000,2017-01-30,16
5144,"ASUS ZenBook 14 UM425IA - RYZEN 5-4500U 8GB 512GB SSD WIN10 OHS 14""FHD",11545000,2017-01-31,17
6940,ASUS ROG G731GT-I765G6T i7 9750H|RAM 8GB|512 SSD|GTX1650 4GB|120Hz,17299000,2017-01-01,16
6941,ASUS ROG GL531GT - i7 9750H-16GB-512GB-GTX1650-WIN10 BLACK,16465000,2017-01-02,20
6942,Notebook Asus ROG G531GU-I766G9T,19999000,2017-01-03,19
6943,ASUS ROG STRIX III G531GD-I505G1T i5-9300H 8GB 1TB GTX1050 4GB W10,11499000,2017-01-04,14
6944,ASUS ROG ZEPHYRUS M GU502GU i7 9750H|16GB|1TB SSD|GTX1660Ti 6GB|240Hz,28299000,2017-01-05,16
6945,ASUS ROG Hero III G731GW - i7 9750H 16GB 512GB + 1TB RTX2070 8GB FHD,25990000,2017-01-06,25
6946,ASUS ROG G731GT I7-9750 8Gb 1Tb+128gb ssd GTX1650 4Gb 17” fhd win 10,19100000,2017-01-07,29
6947,Asus ROG G512Li GTX1650Ti 4GB i7 10750 16GB 512ssd W10 15.6FHD,16699000,2017-01-08,19
6948,Asus ROG GL 752VW Core i7 Gen 6th RAM 12GB HDD 1TB black bekas FULLSET,10520000,2017-01-09,9
6949,ASUS ROG ZEPHYRUS G GA502DU Ryzen 7-3750/16GB/512GB/GTX 1660Ti 6GB,19297000,2017-01-10,23
6950,ASUS ROG STRIX G512LI i7-10750H 8GB 512GB GTX1650Ti-4GB WIN10 144Hz,17479000,2017-01-11,20
6951,ASUS ROG GL502VM GDDR5X 1060 Gaming/ GL503GE GL503VM GL504GM Predator,11650000,2017-01-12,16
6952,ASUS ROG STRIX III G531GT-I765G4B i7-9750H|8GB|512GB|GTX1650 4GB|120HZ,17499000,2017-01-13,18
6953,ASUS ROG HERO G531GU-I766H2T i7-9750H-16GB-256 +1TB-GTX1660Ti 6GB-WIN,24590000,2017-01-14,17
6954,ASUS ROG G531GT-I765G1T STRIX III i7-9750H 8GB 512GB SSD GTX1650 4GB -,16999000,2017-01-15,21
6955,ASUS ROG Strix G531GV-I7R6S1T [Scar 3],30999000,2017-01-16,16
6956,ASUS ROG GU502GU-I7664B Zephyrus M i7 9750H|16GB|1TB SSD|GTX1660Ti 6GB,28299000,2017-01-17,22
6957,ASUS ROG G531GU-I566G2T i5 9300H|8GB|512GB SSD|GTX1660Ti 6GB|120Hz,16899000,2017-01-18,14
6958,DELL Inspiron 5482 Intel Core i5-8265U/8GB/1TB/VGA 2GB/Win10HSL,11600000,2017-01-19,21
6959,DELL XPS 15 9570 Intel Core i7-8750H/16GB/512GB SSD/VGA GTX/Win10Pro,35000000,2017-01-20,26
6960,DELL Inspiron 3593 Intel Core i7-1065G7/16GB/512GB/VGA2GB/DVDRW/W10HSL,13550000,2017-01-21,24
6961,"DELL Inspiron 3493 (14"" Inch) Core i7-1065G7/8GB/512GB/VGA 2GB/W10HSL",12950000,2017-01-22,13
6962,DELL Inspiron 5391 Intel Core i7-10510U/8GB/512GB SSD/VGA 2GB/WIN10HSL,14200000,2017-01-23,16
6963,ASUS ROG STRIX G512LU-I766B6T i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz,20553000,2017-01-24,16
6964,"ASUS ROG STRIX III-G G531GW - i7-9750H 16GB 512GB RTX 2070 15,6FHD W10",24799000,2017-01-25,18
6965,"ASUS GAMING ROG STRIX G531GT i7-9750H|8GB|SSD512GB|15.6""|GTX1650 4GB",16897000,2017-01-26,18
6966,ASUS ROG STRIX III-G G731GW - i7-9750H 16GB 512GB RTX 2070 17.3FHD W10,25499000,2017-01-27,22
6967,ASUS ROG GL503VD-FY387T [8GB/128GBSSD+1TB HDD/GTX1050 4GB/Win10],16799000,2017-01-28,19
6968,Asus ROG Monster Slim Gaming GL702VM i7 w/ GTX 1060 6 GB,15999000,2017-01-29,10
6969,ASUS ROG STRIX G512LI-I75TB6T i7-10750H 8GB 512SSD GTX1650Ti 4GB 144Hz,16999000,2017-01-30,8
6970,DELL Inspiron 5490 Intel Core i7-10510U/12GB/512GB SSD/VGA 2GB/W10HSL,15550000,2017-01-31,16
8766,"Lenovo IdeaPad Gaming 3i - 15IMH | 15,6"" | i7-10750H | GTX 1650Ti 4GB | 16GB | Win 10 HOME + OHS2019",17049000,2017-01-01,11
8767,Lenovo IdeaPad Slim 3 14ARE05 7RID Ryzen 3 4300 8GB SSD 512GB IPS W10 OHS2019,7750000,2017-01-02,5
8768,ASUS ROG ZEPHYRUS M15 GU502LW-I7R7C8T i7-10875H 16GB 1TB RTX2070 240Hz,38499000,2017-01-03,10
8769,Asus Rog G531GT i7 9750H 8GB 512SSD Nvidia Gtx 1650 4GB 15FHD RGB,14999000,2017-01-04,12
8770,Notebook ASUS HERO II ROG GL504GM-ES029T Core i7-7700,24250100,2017-01-05,12
8771,"ASUS ROG Strix G G512LI i5-10300H GTX 1650Ti 144Hz 8GB 512GB 15.6"" FHD",14992000,2017-01-06,11
8772,ASUS ROG Zephyrus G14 GA401 Ryzen 9 4900 16GB 1TBssd RTX2060 6GB W10,28499000,2017-01-07,16
8773,"ASUS ROG Strix G G531GT-I765B1T i7-9750H 144Hz 15"" GTX 1650 8GB 512GB",16503000,2017-01-08,12
8774,Asus ROG Zephyrus M GX502GW i7 9750 16GB 1TB SSD RTX2070 8GB 15.6FHD,29199000,2017-01-09,15
8775,ASUS ROG Slim G551VW i7 Edition w/ 4K Ultra HD IPS Display,11850000,2017-01-10,18
8776,ASUS ROG Zephyrus M15 GU502LV-I7R6C8T i7-10750H 16GB 1TB RTX2060 240Hz,31599000,2017-01-11,10
8777,ASUS ROG GL702ZC-GC276T RYZEN7-1700-16GB-1TB+256GB SSD-RX580 4GB-WIN10,18450000,2017-01-12,13
8778,Asus ROG GU502LV I7R6C8T Zephyrus M15 i7 10750 16GB 1TBssd RTX2060 6GB,30999000,2017-01-13,14
8779,ASUS ROG STRIX III G531GT-I765G1T i7-9750H-8G-512G-GTX1650 4G-120HZ,16499000,2017-01-14,10
8780,ASUS ROG ZEPHYRUS G14 GA401IH AMD Ryzen 7 4800HS GTX1650 4GB,18099000,2017-01-15,12
8781,ASUS ROG ZEPHYRUS G15 GA502IU-R766B6T,20999000,2017-01-16,10
8782,Asus ROG Zephyrus M GX502GW i7 9750 16GB 1TB SSD RTX2070 8GB 15.6FHD,29199000,2017-01-17,12
8783,"ASUS ROG G531GT-I765B1T i7 9750H 8GB 512ssd GTX1650 4GB W10 15.6"" FHD",16503000,2017-01-18,19
8784,ASUS ROG Zephyrus S GX502GW I7R72T i7 9750H 32GB 512GB RTX2070 240Hz,43499000,2017-01-19,16
8785,ASUS ROG STRIX G G531GT-I765G1T,17499000,2017-01-20,12
8786,ASUS ROG G731GW STRIX III G i7-9750H 16GB 512GB RTX2070 8GB 17.3 FHD,25990000,2017-01-21,11
8787,Asus ROG G512LV I7R6B6T i7-10750H RTX2060 16GB 512GB NVMe IPS 144Hz,24999000,2017-01-22,11
8788,ASUS ROG GL504GV # i7/8GB/512GB/RTX2060 6GB MANTAP !!,21848000,2017-01-23,10
8789,Asus ROG Zephyrus G14 Ryzen9 4900HS 16GB 1TB ssd RTX2060 6GB W10 - GREY 16GB,28559000,2017-01-24,10
8790,ASUS ROG G531GU-I766G9T I7-9750H/8GB/512GB/GTX1660Ti 6GB/W10/120Hz,18999000,2017-01-25,9
8791,ASUS ROG STRIX III G531GT-I765G1T i7-9750H 8GB 512GB GTX1650 4G 120HZ,17045000,2017-01-26,12
8792,ASUS ROG G531GT I565G1T StrixG|i5 9300H 8GB 512ssd GTX1650 4GB 15.6FHD,13499000,2017-01-27,12
8793,ASUS ROG G531GW-I9R7S1T Ci9-9980H 32GB 1TB ssd RTX2070 8GB W10 15.6FHD,48499000,2017-01-28,15
8794,Asus ROG Slim Gaming G531GT i7 Gen 9 GTX 1650 IPS Not G531GD Y740 GL63,14650000,2017-01-29,17
8795,"Asus ROG Zephyrus G14 GA401iH Ryzen 7 4800 16GB 512ssd GTX1650 4GB 14""",18599000,2017-01-30,11
8796,ASUS ROG STRIX III G531GD I505G1T i5-9300H 1TB 8GB GTX1050 4GB W10,11499000,2017-01-31,7
10592,Asus TUF Gaming FX505GT I565B6T -I5-9300H 8GB 512SSD GTX1650 4GB 144Hz,11699000,2017-01-01,18
10593,"Asus TUF FX705GM - I7664T - i7, GTX1060 6GB, 17.3”, 8GB, 512GB, W10",16000000,2017-01-02,10
10594,"ASUS TUF FX506II-R55TB6T ( R5, 8GB, 512GB, GTX1650 ) [90NR03M1-M00760]",14299000,2017-01-03,7
10595,ASUS TUF FX505DU-RYZEN 7-3750H-16GB-512GB-GTX1660TI-WIN10 BLACK BSD2,14140000,2017-01-04,11
10596,ASUS TUF A15 FX506II-R55TB6T Ryzen 5 4600H GTX 1650Ti RAM 8GB 512GB,13413000,2017-01-05,9
10597,ASUS TUF A15 i5-10300H GTX 1650 FX506LH-I565B6B 144Hz 8GB 512GB FHD,13464000,2017-01-06,18
10598,ASUS TUF Gaming FX506IH R5-4600H 8GB 512GB GTX1650 IPS 144Hz W10,12980000,2017-01-07,12
10599,"ASUS TUF FX505GT-i565B6T i5-9300H 8GB 512GB GTX1650 4GB W10 15"" 144Hz",11825000,2017-01-08,12
10600,ASUS TUF Gaming A15 FX506II R7-4800H 8GB 512GB GTX1650TI IPS 144Hz W10,15649000,2017-01-09,13
10601,ASUS TUF FX506II-R55TB6T R5-4600H 8GB 512GB-SSD GTX1650Ti-4GB FHD-144H,13369000,2017-01-10,14
10602,Asus TUF A15 FX506II R55TB6T | Ryzen 5 4600H 8GB 512ssd GTX1650Ti 4GB,13750000,2017-01-11,10
10603,ASUS TUF FX506II-R55TB6B R5-4600H 8GB 512GB-SSD GTX1650Ti-4GB FHD-144H,13369000,2017-01-12,17
10604,ASUS TUF A15 FX506IV 144Hz Ryzen 7 4800H 8GB 512ssd RTX2060 6GB W10,19599000,2017-01-13,12
10605,ASUS TUF Gaming FX505DU - R7666T,15499000,2017-01-14,19
10606,Asus TUF Gaming A15 FX506IH R565B6T 144Hz R5-4600H 8GB 512ssd GTX1650,12999000,2017-01-15,17
10607,ASUS TUF FX506IV-R7R6B6T R7 4800H 8GB 512GB RTX 2060 W10 Slim,19599000,2017-01-16,13
10608,ASUS TUF FX506II-R55TB6T Ryzen 5 4600H 8GB 512ssd GTX650Ti 4GB W10 144,13329000,2017-01-17,10
10609,Asus TUF FX505GT-I565A6T i5 9300H 8GB 512ssd GTX1650 W10 15.6FHD SLIM,11899000,2017-01-18,10
10610,ASUS TUF GAMING A15 FX506IV RYZEN 7 4800H 8GB 512GB RTX2060 6GB 144HZ,19999000,2017-01-19,15
10611,Asus TUF FX505DY Ryzen 5 3550 8GB 256ssd RX560 4GB W10 15.6FHD,9899000,2017-01-20,13
10612,ASUS TUF A15 FX506IU-R766B7T - R7-4800H 8GB 1TB+256SSD GTX1660Ti 6GB,16499000,2017-01-21,18
10613,ASUS TUF FX505GT-I565B6T - i5-9300H 8GB 512GB GTX1650 4GB WIN10 144Hz,11899000,2017-01-22,21
10614,Asus TUF Gaming FX505GT i5-9300H 8GB 512ssd GTX1650 4GB Win10 144Hz,11949000,2017-01-23,11
10615,ASUS TUF FX505DU AMD Ryzen 5-3550H 8GB 512GB SSD GTX1660TI-6GB Black,12325000,2017-01-24,11
10616,Asus TUF FX505DY-R5698T R5 3550H 8GB 1TB RX560X 4GB 15.6FHD 120Hz W10,10649000,2017-01-25,16
10617,"ASUS TUF FX506II-R55TB6T RYZEN 5-4600H 8GB 512GB GTX1650Ti WIN10 15.6""",13329000,2017-01-26,10
10618,Asus ROG Gl503VD Gaming/ ROG GL553VD GL503GE GL553VE TUF FX504GD Y530,12150000,2017-01-27,19
10619,ASUS TUF A15 i5-10300H GTX 1650 FX506LH-I565B6B 144Hz 8GB 512GB FHD - Bonfire Black,13464000,2017-01-28,18
10620,ASUS TUF A15 i7-10750H GTX 1650 FX506LH-I765B6T FHD 144Hz 8GB 512GB,15592000,2017-01-29,25
10621,ASUS TUF Gaming A15 FX506II R7-4800H 8GB 512GB GTX1650TI IPS 144Hz W10,15349000,2017-01-30,9
10622,ASUS TUF A15 FX506II-R55TB6T Ryzen 5 4600H GTX 1650Ti RAM 8GB 512GB - Portgress Gray,13413000,2017-01-31,9
12418,ASUS Zenbook UX333FN A5811T i5 8265U/8GB/512GB/MX150 2GB,16900000,2017-01-01,15
12419,Asus Zenbook UX433FN - i7 8565U 16GB 512ssd MX150 2GB A7611T / A7612T,18850000,2017-01-02,6
12420,Asus ZenBook Flip UX362FA-EL502T Intel Core i5-8265U RAM 8GB SSD 512GB,14999000,2017-01-03,8
12421,Asus Zenbook Flip UX360UA Core i5 Kaby 7200U RAM 8GB SSD 512GB W10 QHD,13800000,2017-01-04,8
12422,ASUS Zenbook PRO UX533FTC-A701T i7 10510U/16GB/512GB/GTX1650 4GB/W10,20999000,2017-01-05,13
12423,Asus Zenbook Flip UX362FA-EL501T/EL502T i5 8265U 8GB 512ssd 13.3FHD,14499000,2017-01-06,17
12424,Asus Zenbook Pro Duo UX581GV i9 9980HK|32GB|1TB|RTX2060 6GB|4K OLED,52700000,2017-01-07,8
12425,ASUS Zenbook Flip UX461UN-BO702T I7-8550U/16GB/SSD512/MX150 2GB/WIN10,20525000,2017-01-08,21
12426,"ASUS ZENBOOK UX433FN, CI7-8565U 16GB 512SSD MX150 2GB 14FHD W10",18800000,2017-01-09,8
12427,Asus Zenbook Flip UX461FN - i7 8565U 16GB 512GB MX150 2GB W10 - Abu-ab,14699000,2017-01-10,8
12428,"ASUS ZENBOOK DUO UX481FA i5 10210U|8GB|512GB SSD|WIN 10|14""FHD",17990000,2017-01-11,17
12429,ASUS ZENBOOK UM431DA-AM501T - RYZEN 5 3500U /8GB/ SSD 512GB/ 14/ W10,10750000,2017-01-12,14
12430,"ASUS ZENBOOK DUO UX481FA-BM036T i5-10210U 8GB 512B SSD 14"" FHD WIN10",18350000,2017-01-13,13
12431,ASUS ZenBook 14 UM431DA AM501T - AMD R5 3500U 8GB 512GB SSD 14 FHD,15899000,2017-01-14,13
12432,"ASUS Zenbook UX325JA-BM701T BM702T - i7 1065G7 16GB 512ssd W10+OHS 13""",16299000,2017-01-15,14
12433,"ASUS ZENBOOK UM425lA RYZEN 5 4500 8GB SSD 512 14"" FHD NUMPAD + OHS",11549000,2017-01-16,8
12434,ASUS TUF FX504GM-E4073T - Gun Metal,15999000,2017-01-17,10
12435,Dell Inspiron 3481 [Ci3-7020U-4-1T-AMD-W10] DELL INDONESIA,6599000,2017-01-18,14
12436,Dell Inspiron 5391 [Ci7-10510U-8-512-NVD-W10-SLV] DELL INDONESIA,14699000,2017-01-19,10
12437,Dell Inspiron 3476 [Ci3-7020U-4-1T-AMD-W10-BLK] DELL INDONESIA,6499000,2017-01-20,12
12438,Dell Inspiron 5490 [Ci7-10510U-8-512-NVD-W10-SLV] DELL INDONESIA,14499000,2017-01-21,13
12439,"Dell Inspiron 3481 ( i3 - 7020 | 4GB DDR4 | 1TB | WIN10 | 14"" ) RESMI",5650000,2017-01-22,11
12440,Dell Inspiron 3467 ( Intel Core i3-7020 |4GB|1TB|14 HD|WIN 10 ) Resmi,5650000,2017-01-23,5
12441,"DELL INSPIRON 3493 (I5-1035GI, 4GB, 1TB,INTEL HD,W10 BLACK",7999000,2017-01-24,8
12442,Dell Inspiron 3481 [Ci3-7020U-4-1T-UMA-W10-SLV] DELL OFFICIAL,5699000,2017-01-25,13
12443,"DELL INSPIRON 3180 / A9-9420e , 4GB , 500GB , WIN10HSL , 1 TAHUN - WHITE, 1 TAHUN",3530000,2017-01-26,15
12444,DELL Inspiron 14-3493 i5 1035G1 8GB 256GB SSD W10H,8800000,2017-01-27,13
12445,DELL inspiron 3593 Intel core I7-1065G7 8GB 1TB VGA 2GB WIN10HSL 1Yr,11950000,2017-01-28,12
12446,Dell Inspiron 3481 [Ci3-7020U-4-1T-AMD-W10] DELL INDONESIA - Silver,6599000,2017-01-29,10
