id_barang,name,price,date,sales
1484,"ACER ASPIRE 5 A514 52G 53X7 I5 10210 4GB 1TB MX350 2GB DOS- 14""",8099000,2017-01-23,9
1485,NOTEBOOK ACER ASPIRE 3 A311-31-C9S8,3500000,2017-01-24,18
1486,Acer Aspire 3 - A315-41 - AMD Ryzen 3 3200U VEGA 3 8GB 1TB W10H,6407000,2017-01-25,14
1487,Acer Aspire 5 A514 i3-7020U/4GB/1TB/W10,5945000,2017-01-26,13
1488,ACER ASPIRE 3 A314-21-A4-9120E-4GB-256GB-WIN10 BLACK,3690000,2017-01-27,10
1489,LENOVO LEGION 5i Core i5-10300H 16GB 512GB GTX1650Ti 4GB 120Hz Win10,16099000,2017-01-28,16
1490,"LENOVO LEGION Y540-15IRH - i7-9750H 16GB 512GB GTX1650 4GB 15.6"" 144Hz",16349000,2017-01-29,24
1491,Lenovo Ideapad IP330-14IGM Celeron N4100 4GB 1TB HDD 81D0005LID Black,4225000,2017-01-30,9
1492,Notebook Lenovo IDEAPAD 3-14ARE05 RYZEN 3 4300U 8GB-512GB SSD-WIN10-BL,7700000,2017-01-31,17
1493,Lenovo Ideapad 110 intel Core i5/Ram 4gb/Hdd 1tb/vga 2gb/Win10,7500000,2017-02-01,15
1494,"LENOVO IDEAPAD S145 AMD A9-9425U/8GB/1TB/R530 2GB/14""/WIN10/OHS 2019",5549000,2017-02-02,17
1495,Lenovo IdeaPad Gaming 3 58ID | Ryzen 5 4600H 16GB 512ssd GTX1650Ti 4GB,13599000,2017-02-03,24
1496,Lenovo Ideapad IP 730s 13IWL -i7 8565U 16GB 512ssd 13.3FHD W10,12799000,2017-02-04,25
1497,"LENOVO Ideapad C340 i5-10210u/8GB/512GB SSD/14"" FHD/MX230 2GB/WIN 10!",11799000,2017-02-05,25
1498,"Lenovo IdeaPad 3 14ARE05 OHS (Ryzen 3 4300U Win10 8GB 512GB SSD 14"" FH",8199000,2017-02-06,16
1499,"Lenovo Ideapad 330 - 14AST AMD A9 9425 - 4GB - SSD 240GB - R5 - 14""",4499000,2017-02-07,12
1500,"Lenovo Ideapad S145 14AST 58ID|AMD A9-9425 4G 1TB 14"" R530 2GB DOS",4750000,2017-02-08,20
1501,"Lenovo IdeaPad 130 14AST-05ID A9 9425 4GB 1TB W10 14"" -Hitam",3999000,2017-02-09,16
1502,LENOVO Ideapad YOGA C640 81UE002KID,12650000,2017-02-10,16
1503,"Lenovo Ideapad 320 - 14ISK 7WID ( i3-6006u/4Gb/1Tb/14""/Win10 ) Black",5885000,2017-02-11,18
1504,LENOVO IDEAPAD S145-14IWL INTEL I5-8265U 4GB 1TB MX110-2GB 14 WIN10,7475000,2017-02-12,19
1505,LENOVO IDEAPAD YOGA C340-14IML I7-10510U|16GB|1TB SSD|MX230 2GB|WIN 10,15100000,2017-02-13,11
1506,Lenovo Ideapad S145-14IKB 2PID - Black [i3-8130U-4GB-1TB-W10OHS],6100000,2017-02-14,15
1507,Lenovo Ideapad V110-15IAP with 4GB RAM,3606000,2017-02-15,22
1508,"LENOVO IDEAPAD C340-14API RYZEN 3-3200-8GB-256GB SSD-14"" TOUCH-VEGA 3",8250000,2017-02-16,11
1509,ACER ASPIRE 2IN1 R7 372RT I5 6200U 4GB RAM 256GB SSD 1920X1080 BACKL94,3000000,2017-02-17,17
1510,"ACER SWIFT 3 SF314 i7 8565U 8GB 1TB MX250 2GB 14"" FHD W10 RESMI",10499000,2017-02-18,22
1511,ACER ASPIRE 2IN1 R7 372RT I5 6200U 4GB RAM 256GB SSD 1920X1080 BACKL94,3000000,2017-02-19,18
1512,Acer PREDATOR PH517-61 (HELIOS 500) 16GB 256GB AMD RYZEN 7 RX VEGA56,21499000,2017-02-20,5
1513,"ACER Aspire TC708 i3-8100/DDR4-4GB/HDD 1TB/DVDRW/Reader/HDMI/W10/18.5""",6700000,2017-02-21,14
1514,"ACER SWIFT 3 SF314 i7 8565U 8GB 1TB MX250 2GB 14"" FHD W10 RESMI",10499000,2017-02-22,12
1515,ACER ASPIRE 5 A514-51KG-- i3-7020U-4GB-1TB-MX130-WIN10-14HD,6299000,2017-02-23,26
1516,Acer Aspire A311-31 Notebook - Red [Intel N4000/ 4GB/500 GB/11Inch W10,4290000,2017-02-24,15
1517,ACER Aspire 3 A315 RZYEN 3 VGA VEGA3 RAM 4GB HDD 1TB LAYAR 15INCH GAME,4800025,2017-02-25,16
1518,"Acer Aspire 3 A314-41-983D [14""/A9-9420E/4GB/1TB/Win10] - Blu",5000000,2017-02-26,28
1519,ACER Aspire 5 A514-52KG-302D i3 7020 4GB 1TB MX130 2GB W10 14.0,6199000,2017-02-27,12
1520,Acer Aspire 3 A314-32-C09W Notebook - [14 Inch/ N4000/ 4GB/ 1TB/Win10],4968000,2017-02-28,20
1521,ACER ASPIRE ES1-432 Notebook N3350DC 2GB 500GB Win 10,4169000,2017-03-01,16
1522,Acer Aspire 3 A314-32-C09W Notebook - [14 Inch/ N4000/ 4GB/ 1TB/Win10],4968000,2017-03-02,23
1523,ACER aspire 3 A314-32-C09W notebook,6000000,2017-03-03,22
1524,ACER ASPIRE A514 Core I5-8265 4GB 1TB MX230 2GB 14Inch DOS,7500000,2017-03-04,13
1525,ACER ASPIRE A311-31 NOTEBOOK-RED,5075000,2017-03-05,25
1526,Acer Aspire A311-31 Notebook - Red [Intel N4000/ 4GB/500 GB/11Inch W10,4680000,2017-03-06,11
1527,Acer Aspire A314 Intel Dual Core N4000 RAm 4GB HDD 500GB DVD RW,3999000,2017-03-07,14
1528,ACER ASPIRE 5 A514-51KG-36UX i3-7020U/4GB/1TB/MX230 2GB/Win 10,6850000,2017-03-08,17
1529,Acer Aspire A311-31 Notebook - Red [Intel N4000/ 4GB/500 GB/11Inch W10,4680000,2017-03-09,16
1530,Acer Predator Helios 300 i7-10750H RTX2060 144Hz 8GB 512GB PH315-53-71,22589000,2017-03-10,18
1531,"ACER SWIFT 3 SF314 i7 8565U 8GB 256GB SSD + 1TB MX250 2GB 14"" FHD W10",11499000,2017-03-11,15
1532,ACER PREDATOR HELIOS 300 PH315-53 i7-10750H 8GB 512GB RTX2060 6GB W10,22599000,2017-03-12,21
1533,"ACER SWIFT 3 SF314 i5 8265U 4GB 1TB MX250 2GB 14"" FHD WIN10 RESMI",9199000,2017-03-13,14
1534,Acer Aspire 5 A514-52K-35TY [Intel Core i3-7020U] [NX.HKUSN.001],5899000,2017-03-14,24
1535,Acer Aspire 3 A314-32-C09W Notebook - [14 Inch/ N4000/ 4GB/ 1TB/Win10],4968000,2017-03-15,22
1536,"ACER ASPIRE 3 A314-32-C3X0 Notebook - Black [N4000/4GB/1TB/14""/Win10]",3599000,2017-03-16,23
1537,"ACER Aspire 3 A315-53-C4DS|3867U 4GB 1TB W10 15.6HD"" (gen 8)",3625000,2017-03-17,17
1538,Acer Aspire 3 A314-32-C09W Notebook - [14 Inch/ N4000/ 4GB/ 1TB/Win10],4968000,2017-03-18,20
1539,Acer Aspire 3 (A314-21-4816/4644/49WC,3800000,2017-03-19,25
1540,ACER Aspire 5 A514-52G Notebook Intel i7-10510U 8GB/128GB+1TB Storage,12250000,2017-03-20,14
1541,Acer Aspire 5 A514-52G - i5-10210U 4GB 512GB NVME MX250 W10H 0HS,8999000,2017-03-21,13
1542,"Acer Aspire 3 A314-32-C09W Notebook-[14""/ N4000/ 4GB/ 1TB/Win10-NODVD]",3690000,2017-03-22,23
1543,Acer Predator Helios 300 i7-10750H RTX2060 144Hz 8GB 512GB PH315-53-71,22589000,2017-03-23,18
1544,"ACER SWIFT 3 SF314 i7 8565U 8GB 256GB SSD + 1TB MX250 2GB 14"" FHD W10",11499000,2017-03-24,19
1545,ACER PREDATOR HELIOS 300 PH315-53 i7-10750H 8GB 512GB RTX2060 6GB W10,22599000,2017-03-25,20
1546,"ACER SWIFT 3 SF314 i5 8265U 4GB 1TB MX250 2GB 14"" FHD WIN10 RESMI",9199000,2017-03-26,17
1547,Acer Aspire 3 A314 # intel N4000|4GB|1TB|14 SLiM !!,3999000,2017-03-27,21
1548,Acer Aspire 3 A314 N4120 Quadcore 4GB 1TB W10 14inc,3699000,2017-03-28,13
1549,ACER ASPIRE 3 A315 # REYZEN 5-2500u 8GB 15inch SLiM !!,6697000,2017-03-29,12
1550,"ACER ASPIRE A514-51KG i3-7020U|4GB|1TB|MX230 2GB|14""|WIN 10",6250000,2017-03-30,22
1551,Acer Aspire 5 A514-52G-79WN [Intel Core 10th Gen i7-10510U],11999000,2017-03-31,13
1552,Acer Aspire 3 - A315-42 - Ryzen 5 3500U 256GB NVME 1TB VEGA 8 8GB W10H,8668000,2017-04-01,26
1553,Acer Aspire 3 - A315-41 - AMD Ryzen 5 3500U VEGA 8 512GB 8GB 1TB W10H,8588000,2017-04-02,21
1554,ACER ASPIRE 3 A314-32 CELERON N4000,4059200,2017-04-03,17
1555,Acer Aspire A311-31 Notebook - Red [Intel N4000/ 4GB/500 GB/11Inch W10,4680000,2017-04-04,22
1556,Acer Aspire 3 - A315-41 - AMD Ryzen 5 2500U VEGA 8 8GB 1TB W10H,8025000,2017-04-05,21
1557,Acer Notebook Aspire 3 A311-31-C64M,4700000,2017-04-06,25
1558,"ACER Aspire 3 A311-31 - N4000 4GB 500GB 11.6"" W10 - Resmi",3670000,2017-04-07,25
1559,ACER ASPIRE 3 A311-31-N4000-4GB-500GB-11INC-WIN10 BLUE,3435000,2017-04-08,23
1560,Acer Aspire A311-31 Notebook - Red [Intel N4000/ 4GB/500 GB/11Inch W10,4680000,2017-04-09,20
1561,ACER ASPIRE 5 A514 - INTEL CORE i5 -NVIDIA 2GB -WIN10 -GAMING -DESIGN,8650000,2017-04-10,19
1562,Acer Aspire 3 A314-32-C3X0 Notebook-14 Inch/ N4000/ 4GB/ 1TB/Win10/NOD,3700000,2017-04-11,21
1563,ACER ASPIRE 5 A514KG - (INTEL i3 - MX130 2gb - SSD 256gb),6675000,2017-04-12,17
1564,ACER Aspire 3 A314-41-42PE/455L A4 9120E 4GB 1TB W10 14.0 DVD,3599000,2017-04-13,25
1565,Acer Aspire 5 A514-52G-59RA 58KX i5 10210U 4GB 1TB MX250 2GB 14HD W10,8299000,2017-04-14,15
1566,Acer Aspire 5 A514 | i7 8565U 4GB 1TB MX230 2GB 14HD,8799000,2017-04-15,20
1567,Acer Aspire 3 A314-41-42PE [AMD A4-9120E] [NX.H6MSN.004],3779000,2017-04-16,32
1568,ASUS ROG G531GV I7R6G1T STRIX III i7-9750H 512GB 8GB RTX2060 6GB 120Hz,22599000,2017-04-17,13
1569,Asus ROG GA502DU-R76601T Zephyrus G Ryzen 7-3750H GTX1660TI 6GB,16999000,2017-04-18,21
1570,ASUS ROG Zephyrus M15 GU502LV-I7R6C8T i7-10750H 16GB 1TB RTX2060 240Hz,31599000,2017-04-19,19
1571,ASUS ROG GU502LV-I7R6C8T ZephyrusM15 i7 10750H 16GB 1TBssd RTX2060 6GB,30999000,2017-04-20,26
1572,Asus ROG GU502GU-I7661T Zephyrus M i7 9750H 8GB 512ssd GTX1660Ti,22699000,2017-04-21,27
1573,ASUS ROG STRIX III G531GV-I7R6G1T i7 9750H 8GB 512GB RTX2060 6GB 120Hz,26999000,2017-04-22,19
1574,ASUS ROG STRIX G512LI-I75TB6T - I7-10750H 8G SSD 512G GTX-1650TI 144HZ,17990000,2017-04-23,22
1575,ASUS ROG GA401II-R55TA8W Zephyrus G14 Ryzen 5 4600HS 8GB 512ssd,16849000,2017-04-24,17
1576,ASUS ROG G512Li | i7 10750 8GB 512ssd GTX1650Ti 4GB W10 15.6FHD,16249000,2017-04-25,26
1577,ASUS ROG STRIX G512LI 144Hz i7 10750H 16GB 512ssd GTX1650Ti 4GB W10,16699000,2017-04-26,22
1578,"ASUS ROG Strix G G512LI i5-10300H GTX 1650Ti 144Hz 8GB 512GB 15.6"" FHD",14992000,2017-04-27,26
1579,ASUS ROG STRIX-G G512LV-I7R6B6T i7-10750H 16GB 512GB RTX2060 144Hz,25999000,2017-04-28,25
1580,ASUS ROG Zephyrus G14 GA401 Ryzen 9 4900 16GB 1TBssd RTX2060 6GB W10,28499000,2017-04-29,32
1581,Asus ROG Strix GL703GE Gaming i7 GDDR5X 1050 Ti not G731GT G731GU Y740,15999000,2017-04-30,33
1582,ASUS ROG G712LU-I766B6T Strix G i7 10750H 16GB 1TB ssd GTX1660Ti W10,23299000,2017-05-01,15
1583,ASUS ROG GA401II-R55TA8G R5 4600HS 8GB 512ssd GTX1650Ti 4GB W10 120Hz,16849000,2017-05-02,21
1584,ASUS ROG ZEPHYRUS G15 Ryzen 4800HS GA502IU-R766B6T (Black),21099000,2017-05-03,29
1585,Asus ROG Zephyrus G14 Ryzen 5-4600HS 8GB 512GB GTX1650Ti Win10 14 FHD,16849000,2017-05-04,19
1586,Asus ROG Strix Scar III GL531GW 120Hz i7-9750H 16GB 512ssd RTX2070 8GB,24799000,2017-05-05,28
1587,ASUS ROG Strix G G531GT i7 9750H 16GB 512GB-SSD GTX1650-4GB WIN-10,16399000,2017-05-06,34
1588,Asus ROG Strix G531GW i7 9750 16GB 512ssd RTX2070 8GB W10 15.6FHD,24799000,2017-05-07,31
1589,ASUS ROG STRIX III G731GT-I765G6T i7-9750H 8GB 512GB SSD GTX1650 4GB,16799000,2017-05-08,24
1590,Asus ROG GL531GT i7 9750 16GB 512ssd GTX1650 4GB W10 15.6FHD,15799000,2017-05-09,32
1591,ASUS ROG GL531GU-i5 9300H-8GB-512GB-GTX1660Ti-WIN10 BLACK,14345000,2017-05-10,17
1592,ASUS ROG STRIX-SCAR G532LV-I7R6C6T i7-10875H 16GB 1TB RTX2060 240Hz,30999000,2017-05-11,18
1593,ASUS ROG Zephyrus GU502GU-I7664B i7-9750H 16GB 1TB SSD GTX1660Ti 240Hz,27999000,2017-05-12,26
1594,ASUS ROG Zephyrus M GU502GU-I7661T i7-9750H 8GB 512GB GTX1660Ti 6GB,24679000,2017-05-13,25
1595,MSI BRAVO 15 Ryzen 5 4600 8GB 256ssd RX5500M 4GB W10 15.6FHD - HITAM,12549000,2017-05-14,32
1596,LENOVO L340 15IRH-1UID GAMING i7-9750 8GB 512ssd GTX1650 4GB W10 + OHS,12749000,2017-05-15,17
1597,Asus ROG Zephyrus M GX502GW i7 9750 16GB 1TB SSD RTX2070 8GB 15.6FHD,29199000,2017-05-16,24
1598,Asus ROG Zephyrus G14 Ryzen9 4900HS 16GB 1TB ssd RTX2060 6GB W10 - GREY 16GB,28559000,2017-05-17,16
1599,Asus ROG FX504GE TUF Gaming i7 GDDR5X 1050 Ti/ GL503GE GL553VD GL553VE,12850000,2017-05-18,32
1600,ASUS ROG GA401IU-R766A8G Ryzen 7 4800HS 8GB 512ssd GTX1660Ti 6GB W10,26399000,2017-05-19,35
1601,Asus ROG G531GW i7 9750 16GB 512GB SSD RTX2070 8GB W10 15.6FHD,24799000,2017-05-20,34
1602,Asus ROG G512Li i7 10750 8GB 512SSD GTX1650Ti W10 15.6FHD 144Hz SRGB,16699000,2017-05-21,25
1603,ASUS ROG Zephyrus Duo 15 GX550LWS - i7 10875H 32GB 2TB RTX2070 8GB 4K,67799000,2017-05-22,20
1604,Asus ROG Zephyrus G14 GA401II Ryzen 5-4600HS 8GB 512ssd GTX1650Ti 4GB,16849000,2017-05-23,15
1605,Asus ROG Strix Gaming GL553VE i7 w/ GTX 1050 Ti Full Upgrade,12950000,2017-05-24,30
1606,ASUS ROG STRIX G512LI i7-10750H 16GB 1TB-SSD GTX1650Ti-4GB 144Hz,19599000,2017-05-25,22
1607,ASUS ROG ZEPHYRUS G15 GA502IU-R766B6T R7-4800HS 8GB 512G GTX1660TI 6GB,19999000,2017-05-26,24
1608,ASUS ROG G512LI-I75TB6T i7 10750H 8GB 512ssd GTX1650Ti 4GB Slim IPS,16899000,2017-05-27,35
1609,ASUS ROG GA401IV-R9R6A8W Zephyrus G14 Ryzen 9 4900HS 16GB 1TB ssd,33499000,2017-05-28,33
1610,ASUS ROG STRIX G712LU-I766B6T i7-10750H 16GB 1TB GTX1660Ti 6GB 144Hz,23735000,2017-05-29,23
1611,DELL Inspiron 3579 G3 15 Core i5-8300H/8GB/1TB+256GB/VGA 4GB/WIN10HSL,13200000,2017-05-30,17
1612,Asus ROG Zephyrus M GX502GW i7 9750 16GB 1TB SSD RTX2070 8GB 15.6FHD,29199000,2017-05-31,20
1613,DELL XPS 15 7590 Core i7-9750H/16GB/512GB SSD/VGA 4GB/TOUCH/W10PRO,36500000,2017-06-01,29
1614,DELL Inspiron 7588 G7 15 Core i5-8300H/8GB/1TB/VGA 4GB/Win10HSL,11700000,2017-06-02,25
1615,DELL Inspiron 3580 Intel Core i7-8565U/8GB/2TB/VGA 2GB/WIN10HSL,11800000,2017-06-03,36
1616,DELL Inspiron 5482 Intel Core i7-8565U/8GB/256GB SSD/Win10HSL,13850000,2017-06-04,27
1617,ASUS ROG GA502IU-R966B8T Zephyrus G15 R9 4900HS 8GB 1TB ssd GTX1660Ti,23699000,2017-06-05,22
1618,ASUS ROG Zephyrus S GX502GW i7-9750H 16GB 1TBSSD RTX2070 8GB,27699000,2017-06-06,22
1619,ASUS ROG STRIX III G531GT-I765G1T i7-9750H-8G-512G-GTX1650 4G-120HZ,16690000,2017-06-07,29
1620,DELL Inspiron 5482 Intel Core i5-8265U/8GB/1TB/VGA 2GB/Win10HSL,11600000,2017-06-08,26
1621,ASUS ROG STRIX G512LI-I75TB6T i7-10750H 8GB 512GB GTX1650Ti-4GB 144Hz,16899000,2017-06-09,16
1622,ASUS ROG STRIX G531GU-I766G9T i7-9750H 8GB 512GB GTX1660Ti 6GB 120HZ,23499000,2017-06-10,41
1623,ASUS ROG Zephyrus M GU502GU-I7662T i7-9750H 8GB 512GB GTX1660Ti 6GB,24679000,2017-06-11,28
1624,ASUS ROG STRIX-G G512LU-I766B6T Intel i7-10750H 8GB 512GB GTX1660Ti,20799000,2017-06-12,23
1625,Asus ROG Zephyrus M15 GU502LW i7 10750 16GB 512ssd GTX1660Ti 6GB W10,20799000,2017-06-13,26
1626,ASUS ROG SCAR III G531GV-I7R6S1T i7 9750H 16GB 512GB RTX2060 6GB 144Hz,32999000,2017-06-14,32
1627,ASUS ROG STRIX III G531GT-I765G1T i7-9750H 8GB 512GB SSD GTX1650 4GB,16647000,2017-06-15,30
1628,ASUS ROG Hero III G731GW - i7 9750H 16GB 512GB RTX2070 8GB 144Hz,25499000,2017-06-16,26
1629,ASUS ROG STRIX G512LI 144Hz i7 10750H 8GB 512ssd GTX1650Ti 4GB W10,16249000,2017-06-17,31
1630,ASUS ROG STRIX-G G512LI-I565B6T Intel i5-10300H 8GB 512GB GTX1650Ti,15799000,2017-06-18,38
1631,"DELL XPS 13-7390 (13.3"" UHD) Intel Core i7-10510U/16GB/512GB/WIN10PRO - Abu-abu",32150000,2017-06-19,30
1632,DELL Inspiron 5583 Intel Core i5-8265U/8GB/2TB/VGA 2GB/DVDRW/WIN10HSL,10000000,2017-06-20,22
1633,ASUS ROG GA502IU-R966B8T Zephyrus G15 R9 4900HS 8GB 1TB ssd GTX1660Ti,23699000,2017-06-21,26
1634,Asus ROG GL504GM Strix Hero 2 GDDR5X 1060 GL504GM GL504GV GL504G GL504,19999000,2017-06-22,24
1635,ASUS ROG G531GD-I505G4T Strix G i5-9300H 8GB 512ssd GTX1050 4GB 120Hz,11999000,2017-06-23,26
1636,Asus ROG Zephyrus G14 GA401IH Ryzen 7 4800 16GB 1TBssd GTX1650 4GB W10,20199000,2017-06-24,30
1637,Asus ROG GL731GT EB76 i7 9750 16GB 1TBssd GTX1650 4GB W10 17.3FHD,16199000,2017-06-25,26
1638,ASUS ROG SCAR G732LV-I7R6B6T i7-10875H 16GB 1TB RTX2060 6GB 144Hz,30499000,2017-06-26,21
1639,ASUS ROG ZEPHYRUS M15 GU502LU-I766C8T i7-10750H 16GB 1TB GTX1660Ti 6G,24699000,2017-06-27,32
1640,Asus ROG STRIX G512LI-I565BT/Core i5-10300H/8GB/512GB/GTX1650Ti/144Hz,15750000,2017-06-28,50
1641,Asus ROG Strix Hero Edition GL503GE - i7-8750H - 16GB - 1TB HDD+128ssd,12500000,2017-06-29,28
1642,ASUS ROG STRIX G512LI-I75TB6T i7-10750H 8GB 512GB GTX1650Ti-4GB 144Hz,16899000,2017-06-30,28
1643,Asus ROG Zephyrus S GX502GW i7 9750 16GB 1TB SSD RTX2070 8GB 240Hz FHD,28599000,2017-07-01,31
1644,ASUS ROG G531GT STRIX III Intel i7 9750H 512ssd 16GB GTX1650,15799000,2017-07-02,38
1645,ASUS ROG ZEPHYRUS GA502DU-R76601T R7-3750H 8GB SSD 512GB GTX1660TI 6GB,18299000,2017-07-03,18
1646,ASUS ROG STRIX-G G512LI-I75TB6T Intel i7-10750H 8GB 512GB GTX1650Ti,17999000,2017-07-04,23
1647,Asus ROG Zephyrus G14 Ryzen9 4900HS 16GB 1TB ssd RTX2060 6GB W10,28559000,2017-07-05,23
1648,Asus ROG Strix G15 G512LI I75TB6T i7-10750H 8GB 512ssd GTX1650Ti 4GB,16979000,2017-07-06,31
1649,ASUS ROG Zephyrus M15 GU502LV-I7R6C8T i7-10750H 16GB 1TB RTX2060 240Hz,32999000,2017-07-07,32
1650,ASUS ROG STRIX-G G512LV-I7R6B6T,24399000,2017-07-08,27
1651,Asus ROG Gaming GL553VD i7 IPS GDDR5X 1050/ GL503GE FX505GE GL63 GF63,11999000,2017-07-09,32
1652,ASUS ROG STRIX G512LI i7-10750H 16GB 512GB GTX1650Ti-4GB WIN-10 144Hz,16699000,2017-07-10,16
1653,"ASUS ROG STRIX III G731GT i7 9750H 8GB 512GB GTX1650 4GB 17.3"" 120HZ",16799000,2017-07-11,23
1654,ASUS ROG Strix G G512LU-I766B6T Black,21999000,2017-07-12,29
1655,ASUS ROG STRIX G512LI i7-10750H 8GB 512GB GTX1650Ti-4GB 144Hz SRGB 100,16249000,2017-07-13,22
1656,"ASUS ROG ZEPHYRUS G14 GA401II RYZEN 7-4800H 8GB 512GB GTX1650Ti 14""FHD",22099000,2017-07-14,38
1657,DELL Inspiron 7588 G7 15 Core i5-8300H/8GB/1TB/VGA 4GB/Win10HSL,11700000,2017-07-15,40
1658,DELL Inspiron 3580 Intel Core i7-8565U/8GB/2TB/VGA 2GB/WIN10HSL,11800000,2017-07-16,36
1659,DELL Inspiron 3579 G3 15 Core i5-8300H/8GB/1TB+256GB/VGA 4GB/WIN10HSL,13200000,2017-07-17,20
1660,DELL Inspiron 5391 Intel Core i7-10510U/8GB/512GB SSD/VGA 2GB/WIN10HSL,14200000,2017-07-18,26
1661,DELL Inspiron 5490 Intel Core i5-10210U/8GB/512GB SSD/WIN10HSL,10800000,2017-07-19,24
1662,ASUS ROG Strix G15 G512LI-I75TB6T i7-10750H GTX 1650Ti 8GB 512GB 144Hz,17340000,2017-07-20,37
1663,ASUS ROG ZEPHYRUS G15 GA502IU - Ryzen 7 4800HS 8GB 512ssd GTX1660Ti,19949000,2017-07-21,27
1664,ASUS ROG G531GT-I765G1T STRIX III i7 9750H|512 SSD|GTX1650 4GB|120Hz,16999000,2017-07-22,35
1665,ASUS ROG Zephyrus G14 GA401IV-R9R6A6W Ryzen 9-4900HS 16GB 1TB RTX2060,32630000,2017-07-23,32
1666,ASUS ROG Zephyrus G14 GA401II-R55TA8G (R5/8/512 SSD/120Hz/GTX1650/W10),17135000,2017-07-24,27
1667,ASUS ROG STRIX G531GT - I765G1T | I7-9750H | GTX 1650 4GB | 120Hz,17650000,2017-07-25,20
1668,ASUS ROG Strix III G531GT i765G1T INTEL I7 GEN 9 GTX1650,16600000,2017-07-26,28
1669,ASUS ROG G14 GA401II 120Hz Ryzen 5 4600H 8GB SSD 512GB GTX1650Ti 14FHD,16850000,2017-07-27,35
1670,Asus ROG GU502LU-I766C8T Zephyrus M15 i7 10750H 16GB 512ssd GTX1660Ti,24199000,2017-07-28,25
1671,ASUS ROG GL531GW i7 9750 16GB 512ssd RTX2070 8GB W10 15.6FHD,24999000,2017-07-29,30
1672,DELL Inspiron 5482 Intel Core i7-8565U/8GB/256GB SSD/Win10HSL,13850000,2017-07-30,26
1673,DELL Inspiron 3593 Intel Core i7-1065G7/16GB/512GB/VGA2GB/DVDRW/W10HSL,13550000,2017-07-31,22
1674,"DELL Inspiron 3493 (14"" Inch) Core i7-1065G7/8GB/512GB/VGA 2GB/W10HSL",12950000,2017-08-01,18
1675,DELL XPS 15 9570 Intel Core i7-8750H/16GB/512GB SSD/VGA GTX/Win10Pro,35000000,2017-08-02,19
1676,"DELL Xps 13-9370 (13.3"" UHD TOUCH) Core i7-8550U/8GB/256GB/WIN10PRO.",26500000,2017-08-03,25
1677,ASUS ROG ZEPHYRUS G14 GA401IV-R9R6A6W,33999000,2017-08-04,26
1678,"Asus ROG Strix G G531GT I765G1T i7 9750H 8GB 512ssd GTX1650 4GB 15""FHD",16570000,2017-08-05,35
