name,price,date,sales
"ACER Aspire 3 A314-21-49WC 4644 4816 AMD A4 9120E|4GB|1TB|WIN 10|14""HD",3499000,2013-10-04,14
"Acer Aspire 3 - A314-32 - INTEL N4000 - 4GB - 1TB - 14"" - WIN10",3599000,2013-10-05,14
"Acer Aspire 3 A315-42 Ryzen 5 3500 8GB 1TB Vega8 W10 15.6""",6999000,2013-10-06,20
Acer Aspire 5 A514-52KG-3458/32TH - i3 7020 4GB 1TB MX130 2GB W10 14,6250000,2013-10-07,13
Acer Aspire 3 A314-21-4644 [AMD A4-9120E] [NX.HETSN.003],3999000,2013-10-08,13
Acer Aspire 3 ACER A314-33-C3A1 Celeron N4000 4GB 500GB WIn 10,3495000,2013-10-09,14
"Acer Aspire 3 A314 N4120 Quadcore 4GB 256ssd W10 + OHS 14"" - C0HM",4299000,2013-10-10,20
Lenovo Ideapad 330-15IGM with 4GB RAM and 15.6 inch HD LED,3449000,2013-10-14,15
LENOVO IDEAPAD 130 ip130 # A4 4GB W10 !!,3443000,2013-10-15,15
Lenovo Ideapad Slim 3 14ADA05 Athlon Silver 4GB 256GB WIN10+OHS,4641000,2013-10-16,15
"Lenovo Ideapad IP330-14AST (AMD A9-9425/4GB RAM/1TB HDD/14""/Win10)",4904640,2013-10-17,10
"LENOVO IDEAPAD IP330-14IGM N4100 4GB 256GB SSD 14"" DVD-RW W10 Quadcore",4300000,2013-10-18,10
Lenovo Ideapad 330 1QiD N4000 4GB 500GB DVDRW W10,4100000,2013-10-19,18
Lenovo Ideapad IP330-14IGM Celeron N4100 4GB 1TB HDD 81D0005LID Black,4225000,2013-10-21,13
Lenovo IdeaPad 110-141SK-1CID,5275000,2013-10-23,16
LENOVO IDEAPAD 320-14AST AMD A9-9420/4GB/1TB/14'' RESMI!!,4350000,2013-10-24,17
Lenovo Ideapad 310-14IKB i5-7200U HARDISK 1TB WINDOWS 10,6829000,2013-10-26,19
LENOVO IDEAPAD 330-15IGM with N4000 4GB 500GB SLIM DESIGN DVDRW,3584900,2013-10-28,11
lenovo ideapad 14inc,7000000,2013-10-30,20
LENOVO IdeaPad SLIM 3 14IIL PQID I3 1005G1 4GB 512SSD FHD W10+OHS GREY,6795000,2013-10-31,21
"Lenovo Ideapad 3 Slim 14"" FHD Athlon Silver 3050U 4GB 256GB 81W000G4ID",4648000,2013-11-02,24
"LENOVO Ideapad 130-00ID 14"" HD/AMD A4-9125/4GB/500GB/WIN10",3590000,2013-11-03,19
LENOVO IDEAPAD S145-14IWL-8265U-4GB-1TB-MX110-WIN10 BLACK,7475000,2013-11-04,12
LENOVO IDEAPAD 330-AMD QUAD CORE N4100U-RAM 4GB-1TB-WIN 10,3600000,2013-11-05,20
Lenovo Ideapad 300 / N3160 / 8GB / 500GB / Slim / Lancar,3650000,2013-11-06,16
"Lenovo IdeaPad Slim 3 - I3-1005G1 4GB 512GB SSD intel UHD 14"" W10+OHS",6750000,2013-11-07,17
Lenovo Ideapad 330-15IGM intel N4000 with RAM 4GB DVD-RW,3585000,2013-11-08,22
Lenovo Ideapad 330 14IGM N4100 8GB 1TB W10,3939000,2013-11-09,18
Lenovo ideapad S145-14IKB 2NID Core i3-8130U 4GB 512GB Win10+OHS,5999000,2013-11-10,23
Lenovo IdeaPad 330-15AR AMD Ryzen 3 4GB 1TB DOS,5499000,2013-11-11,16
lenovo ideapad 110-14ibr 1tb 4gb win10,3750000,2013-11-12,20
"Acer Aspire 5 A514 - 52K - 33AA / 348C I3 8130/4GB/256GB/14""/WIN10+OHS",6150000,2013-11-13,20
Acer Aspire 3 A314-21-40WH A4 9120E 4GB 256ssd W10 14.0,3549000,2013-11-14,9
Acer aspire E5-475G/Core i5-7200U/Ram 4G/Nvidia Geforce 940mx GDDR5,5990000,2013-11-15,18
ACER ASPIRE 3 A315-41-R69L RYZEN 3 2200U-4GB-1TB-R VEGA 3-WIN10-15.6HD,5780000,2013-11-16,13
Acer Aspire 3 A314-32-C3X0 N4000 4GB 1TB W10 14.0,3750000,2013-11-19,18
Acer Aspire 3 A311-31-C540 / C67G | N4020 4GB 500GB W10 11.6,3480000,2013-11-20,17
ACER ASPIRE 3 A315 42 R5BH AMD RYZEN 3 3200U RAM 4GB HDD 1TB W10 BLUE,5252000,2013-11-21,16
Acer Aspire 5 A514-51KG-36UX i3 7020U|RAM 4GB|HDD 1TB|MX230 2GB|DOS,6363000,2013-11-22,17
"Acer Aspire 3 A314-21-40WH / 48Y5 A4 9120E 4GB 256ssd 14"" W10",3549000,2013-11-23,31
ACER Aspire 3 A314 21 49WC Amd A49120e 4Gb 1Tb Radeon R3 Win 10,3749000,2013-11-24,20
Acer Aspire 3 A314,6250000,2013-11-25,16
ACER ASPIRE 3 RYZEN R3 3200U 4GB 1TB+128GB SSD RADEON RX VEGA 3 WIN10,6799000,2013-11-28,17
Acer Aspire 3 A314 N4120 Quadcore 4GB 1TB W10 14.0HD,3699000,2013-11-30,30
"ACER ASPIRE 3 A315-53-C4DS INTEL 3867U (8GEN) 4GB 1TB 15.6"" WINDOWS 10",3400000,2013-12-01,16
Acer Aspire 3 - A315-41 - AMD Ryzen 5 2500U VEGA 8 8GB 1TB W10H,7475000,2013-12-02,8
ACER ASPIRE 3 A311-31-N4020-4GB-500GB-WIN10 RED,3485000,2013-12-03,21
ACER Aspire 3 A311-31-C540 N4020 4GB 500GB W10 11.6INC,3480000,2013-12-04,6
"Acer Aspire 3 A314-41-42PE / 455L A4 9120E 4GB 1TB 14"" W10",3599000,2013-12-05,13
"Acer Aspire 3 A315-41 R5 AMD Ryzen 5 2500U 8GB 1TB Win10 15.6""",7499000,2013-12-06,15
Acer Aspire 3 A314 Ryzen 3 3250 8GB 1TB Vega3 W10 (PRE) 14.0,5799000,2013-12-07,17
Acer Aspire 5 A514-51KG-37NR i3 8130 4GB 1TB MX230 2GB W10 OHS 14 DVD,6675000,2013-12-08,17
Acer Aspire E5-476-386Q Core i3-7020 RAM 4GB HDD 1TB WIN 10 ORI,5980000,2013-12-09,8
ACER ASPIRE 3 A314-32 N4000 4GB 1TB WIN10 14inch HD,3799000,2013-12-10,14
Acer Aspire 3 A314 A4 9120 4GB 1TB W10 14.0 DVD BLK -41.42PE,3599000,2013-12-11,7
ACER ASPIRE 3 A315 RYZEN 5 3500 4GB 1TB ATI VEGA 8 DOS BLACK,6690000,2013-12-12,5
Acer Aspire 3 A314 N4000 4GB 1TB WIN-10 NON DVD,3699000,2013-12-13,13
Acer Aspire 3 A314-21 AMD A4-9120e 4GB 1TB HDD Radeon R3 Graphics W10,3800000,2013-12-14,16
Acer Aspire 3 A314-21-40WH,4500000,2013-12-15,15
Acer Aspire A314 AMD A4 9120/4GB/1TB/WIN10,3750000,2013-12-16,15
Acer Aspire 3 A315-41-R736 Ryzen 5 3500U Vega 8 Win10,7499000,2013-12-17,8
"ACER Aspire 5 A514-52KG-302D i3 7020 4GB 1TB MX130 2GB W10 14""",6499000,2013-12-19,7
"ACER Aspire 3 A314-41- RAM 4GB - (AMD A9-9420) 1TB 14"" DVD/RW WIN10",3999000,2013-12-20,13
"ACER Aspire 3 A314-32-C2UY [N4120, 4GB, 1TB] Black [NX.GVYSN.008]",3799000,2013-12-21,11
Acer Aspire 3 A314-21 AMD A4-9120 8GB 256GB SSD 14HD,3975000,2013-12-22,9
ACER Aspire ES1-432 CELERON N3350 Black,5500000,2013-12-23,8
ACER ASPIRE 3 A314 - INTEL CELERON N4000 - 14 INCH - WINDOWS 10,4200000,2013-12-24,17
Acer Aspire 3 A314-33-C27F N4120 4GB 1TB W10 14.0,3699000,2013-12-25,6
Acer Aspire 5 A514-52K i3 8130 4GB 1TB W10 3879/39HM/37UK/39HM,5740000,2013-12-26,16
"Lenovo Ideapad Slim 3i 14IIL05 - I3-1005G1 4GB 256GB SSD 14"" WIN10+OHS",6249000,2013-12-27,18
"Acer Aspire 3 A314-32-C3X0 N4000 4GB 1TB 14"" W10",3599000,2014-01-02,14
Acer Aspire 5 A514-51KG i3 7020U 4GB 1TB MX230 Win10 36UX/34Q1,6190000,2014-01-03,11
Acer Aspire 3 A314 N4120 8GB 1TB-HDD WINDOWS-10 14 INCH,3949000,2014-01-04,20
"Acer Aspire 3 A314 32 Intel N4120 Quadcore 4GB 256SSD W10+OHS 14""",4299000,2014-01-05,17
ACER ASPIRE 5 A514 51KG 36UX I3 7020 4GB 1TB MX230 2GB W10,6299000,2014-01-06,14
ACER ASPIRE 2IN1 R7 372RT I5 6200U 4GB RAM 256GB SSD 1920X1080 BACKL94,3000000,2014-01-10,12
NOTEBOOK LENOVO IDEAPAD 120S WIND 10 RAM 2GB HARDISK 500GB,2850000,2014-01-11,17
Lenovo Ideapad Slim3-14IIL PJID i3 1005G1 4GB 512ssd MX330 2GB W10+OHS,7699000,2014-01-17,18
notebook lenovo ideapad 330 amd a9/4 gb /hdd 1 tb,4200000,2014-01-19,12
Lenovo Ideapad V130-15IKB VGA with Intel i3 7th gen and 1TB HDD,5775000,2014-01-22,21
Lenovo Ideapad V130-15IKB with 4GB RAM and 2GB VRAM,5659000,2014-01-24,18
Lenovo Ideapad IP S145-4NID i3 1005 4GB 512GB SSD W10H OHS 81W6004NID,6850000,2014-01-26,16
CUSTOM LENOVO IDEAPAD 320 AMD A9 9420 - 8GB - 1TB - VGA R5 GAMING,5100000,2014-01-28,6
LENOVO IDEAPAD IP130-14AST - AMD A9 9425 1GB 4GB - Black Notebook,4242000,2014-01-31,18
Lenovo Ideapad 3 14IML05 89ID 8AID Pentium 6405U 4GB 256GB SSD W10+OHS,5690000,2014-02-05,21
Lenovo ideapad 310-14IKB i5-7200/1TB/Geforce 920MX Red Second,4999000,2014-02-09,18
LENOVO IDEAPAD IP 3 14IIL05 Core i3 1005G1 512GB SSD 4GB Notebook,7423000,2014-02-10,10
Lenovo Ideapad 3-14IIL PJID i3 1005G1 4GB 512GB MX330 2GB W10+OHS2019,7399000,2014-02-11,10
Lenovo IdeaPad 110-14IBR-7QID Notebook [Intel Quad Core N3160/2GB/14'],3344000,2014-02-12,9
LENOVO IDEAPAD S145-14AST - A9 9125 1TB 4GB Notebook,3863000,2014-02-14,20
Lenovo Ideapad IP330-14IGM Celeron N4100 4GB 1TB HDD 81D0005LID Black,4225000,2014-02-16,13
Lenovo Ideapad 330 AMD E2-9000 | Radeon R2 | 8GB | 128GB,4650000,2014-02-18,11
LENOVO IDEAPAD S145-14AST - A4 9125 1TB 4GB Notebook,3863000,2014-02-19,16
Lenovo Ideapad Denim Blue,6000000,2014-02-20,19
lenovo ideapad slim 3 - amd ryzen 3 4300u 8gb 512gb fhd s340 killer,7599999,2014-02-23,13
LENOVO IDEAPAD L340-15API-AMD RYZEN 5-3500U-VGA RX VEGA 8-RAM 4GB-1TB,6699000,2014-02-24,7
Lenovo Notebook Ideapad 330-14AST,4900000,2014-02-25,14
Lenovo Ideapad Slim 3 14ADA Athlon 3050 4GB 256ssd W10+OHS 14.0FHD,4649000,2014-03-02,15
Lenovo Ideapad 320-11UID Grey,7770000,2014-03-03,12
Lenovo iDEAPAD ip320 # i5-7200 VGA 2GB WiN10 !!,7650000,2014-03-04,11
Notebook Lenovo Ideapad IP 330-14IGM,3750000,2014-03-05,18
Lenovo Ideapad Slim 3-G4ID (Blue) AMD Athlon Silver+SSD 256G,4549000,2014-03-06,19
LENOVO IDEAPAD IP330 # i5-8250 VGA 2GB DVD W10 !!,7672000,2014-03-07,21
"Lenovo Ideapad Slim 3 - Ryzen 3-4300U 8GB 512GB SSD 14""FHD W10+Office",7850000,2014-03-08,14
"LENOVO IDEAPAD 130-15AST - A4-9125-4GB-1TB-RADEON R3-DOS-15.6""HD-BLACK",3670000,2014-03-10,13
Lenovo Ideapad 100 / IP100 / 2GB / 500GB / Slim / Win 10,4500000,2014-03-12,24
Lenovo Ideapad 330,5990000,2014-03-13,17
Lenovo Ideapad Slim 3 14ADA Athlon 3050 4GB 256ssd W10+OHS 14.0FHD,4649000,2014-03-14,16
"Lenovo Ideapad 330 14IKBR 8MID i5-8250U,4GB,1TB,VGA,DOS",7875000,2014-03-15,22
"Lenovo Ideapad 130 14""",5000000,2014-03-16,31
LENOVO IdeaPad S145 - SHID i3 - 8145U - MX110 - 4GB - 1TB - Win10 Home,6800000,2014-03-18,17
LENOVO IdeaPad IP320-14ISK - Black (OS Incl),6550000,2014-03-19,24
"Lenovo Ideapad 330-14AST - AMD A9-9425 / 4GB / 1TB / 14"" / DOS",4749999,2014-03-20,21
LENOVO IdeaPad 130 # i3-7020 8GB SSD256 15FHD W10 !!,6195000,2014-03-21,18
"Lenovo IdeaPad 330 14AST AMD A9-9425,4GB,1TB ,VGA,DOS",5299000,2014-03-22,20
Lenovo ideapad,5010000,2014-03-23,25
"Lenovo Ideapad 320 14""",6000000,2014-03-24,4
LENOVO Ideapad 330 15IKB I3 8130 4GB 1TB Win10,5190000,2014-03-26,17
Lenovo IdeaPad C340-14IWL Notebook [Pentium 5405U/ 4 GB/ 256 GB/ 14 In,7000000,2014-03-27,17
Lenovo ideapad 110 # iNTEL 4GB Win10 !!,3825000,2014-03-28,16
Lenovo Ideapad Slim 3 14ADA DPID | AMD 3020 4GB 256ssd W10 14HD,4399000,2014-03-29,18
"Lenovo Ideapad 130 -15IKB - Intel i3 7020U 8GB 256SSD 15.6"" Win10",6559000,2014-03-31,15
Lenovo Ideapad 330 14AST AMD A9,4700000,2014-04-02,11
Notebook Lenovo Ideapad 310 i5 7200u,7700000,2014-04-05,21
Lenovo Ideapad 330-15IGM with 4GB RAM and 15.6 inch HD LED,3535000,2014-04-06,26
Lenovo Ideapad S145-14IKB (Intel Core i3) RESMI HDD 1 TB,5900000,2014-04-07,19
"Lenovo IdeaPad Slim 3i | i3-1005G1 | 4GB | 512GB SSD| 14""FHD |OHS 2019",6749000,2014-04-08,19
Lenovo IdeaPad S145 AMD A9-9425 8GB 512GB SSD R530-2GB 14HD Office,5999000,2014-04-09,20
Lenovo Ideapad Slim 3i 14iiL | i3 1005G1 4GB 512ssd W10+OHS 14.0FHD,6799000,2014-04-10,18
Lenovo Ideapad IP330-14IGM Celeron N4100 4GB 1TB HDD 81D0005LID Black,4225000,2014-04-11,23
Lenovo ideapad S145-14IKB-2LID Core i3-8130U 4GB 1TB Win10+OHS Grey,5949000,2014-04-14,20
NOTEBOOK LENOVO IDEAPAD S145-14AST-70ID/71ID,3725000,2014-04-17,18
Lenovo Slim 3-21ID/1XID/1YID AMD Ryzen 3 +SSD 512GB (ideapad),7299000,2014-04-18,20
Lenovo ideapad ip310 # QUADCORE 12GB Win10 !!,5899000,2014-04-20,22
"Lenovo Ideapad Slim 3 G4ID Athlon 3050 4GB 256ssd W10+OHS 14""FHD",4649000,2014-04-21,17
Lenovo Ideapad 110 / N3160 / 2GB / 500GB / Super Slim,3375000,2014-04-22,12
Lenovo ideapad 330 14Ast ( A9 942 Dos 4GB 1TB),5299000,2014-04-23,16
Asus Vivobook A407MA Intel N4000 Dual-Core 4GB 1TB Fingerprint Win 10,4150000,2014-04-26,21
Asus Zenbook UX303 i5 Gen5 4GB Ram 500GB gt940m no Xps spectre envy,5600000,2014-05-04,23
Acer Aspire 3 A314-21-93TJ [AMD A9-9420] [NX.HERSN.001],4399000,2014-06-12,22
"""Acer Aspire A314-32-P4AS [14""""/N5000/4GB/1TB/No ODD/WIN10] - Black""",4349000,2014-06-13,25
ACER ASPIRE 5-A514 52G 58HJ I5-10210-4GB-1TB-MX250-DOS-14HD,7799000,2014-06-15,33
ACER ASPIRE 2IN1 R7 372RT I5 6200U 4GB RAM 256GB SSD 1920X1080 BACKL94,3000000,2014-06-16,25
ACER Aspire 3 A314-32 intel N4000,3820000,2014-06-24,24
"Acer Aspire 3 A314-41-42PE 455L -A4 9120E 4GB 1TB W10 14"" DVD -Hitam",3899000,2014-06-25,21
Acer Aspire 3 A314-21 A4 9120E 4GB 256ssd W10 14HD 40WH /42WK /48Y5,3649000,2014-06-30,16
Acer Aspire E5 475G Grey i5-7200U/4GB/1TB/940MX-2GB Second,5500000,2014-07-01,16
Acer Aspire 3 - A314-21 - AMD A9-9420e 4GB 256GB SSD Radeon R5 W10H,4367000,2014-07-02,24
Acer Aspire 3 - A314-21 A4-9120e/4GB/256GB/R3/W10H,3750000,2014-07-03,25
ACER ASPIRE 3 A315-41 RYZEN R3 2200U 4GB 1TB RADEON RX VEGA 3 WIN10,5999000,2014-07-04,28
Acer Aspire 5 A514 i5 10210 4GB HDD 1TB MX350 2GB W10 14.0,7799000,2014-07-05,25
Acer Aspire 3 A314-32 Celeron N4000 4GB 1TB WIN10 C3X0/C09W,3599000,2014-07-06,34
Acer Aspire 3 A314-41 AMD A9 9420 4GB 1TB Radeon 9556/983D,4195000,2014-07-07,16
"Acer Aspire 5 A514-53 - i3-1005G1 4GB 512GB + INTEL OPTANE 14"" W10 OHS",6499000,2014-07-08,25
"Lenovo IdeaPad S145 14AST + OHS (A9 9425 Win10 4GB 1TB HDD 14"" HD TN AMD Radeon 530 2GB 7LID)",5299000,2014-10-08,25
LENOVO IDEAPAD V310 CORE I3-6006U / RAM 4GB HDD/ 500GB  /FINGERPRINT,4900000,2014-10-09,18
Lenovo Ideapad 330 14AST,4300000,2014-10-10,19
"Lenovo Ideapad 130-14IKB Core i3-6006U Ram4GB/SSD128GB 14"" Second",3499000,2014-10-12,29
Lenovo IP 330s - Ryzen 5 2500U - 8GB RAM - 256GB SSD- Lenovo Ideapad 330s,7200000,2014-10-13,6
Lenovo Ideapad 130 AMD A9 9425 - 4 GB - 1 TB - 14 inci - Windows 10,4235000,2014-10-14,20
LENOVO IDEAPAD 330-14AST - A9-9425-4GB-1TB-RADEON R5-DOS-14HD,4280000,2014-10-15,21
Lenovo ideapad 330 14,3445000,2014-10-17,18
"LENOVO IDEAPAD IP320 - i3 6006U/ 4GB/ 1TB/ DOS/ DVD/ 14""HD - Agres",5776089,2014-10-18,22
Lenovo ideapad slim 3(AMD 3020e/4GB/256GB SSD/14″ HD/Windows 10+OHS-Blue),4049000,2014-10-19,13
LENOVO IDEAPAD 330 CELN4000/4GB/500GB/INTEG/WIN10,3399000,2014-10-20,8
LENOVO IDEAPAD V130 CORE I3 7020U RAM 4GB HDD 1TB WIN 10LAYAR 14 INCH,5699000,2014-10-29,11
Lenovo Ideapad S145-23ID,4500000,2014-10-30,12
LENOVO IDEAPAD 310 NVIDIA GT920 WIN 10,6232000,2014-10-31,20
"LENOVO Ideapad 320 A4 9120 - 4GB RAM/ 500GB HDD/ Radeon R3/ W10/ 14"" HD Matte",3600000,2014-11-01,17
LENOVO Ideapad V130-15IKB / i3-7020U / RAM 4GB / HDD 1TERA / DVDRW / DOS - GREY,5809000,2014-11-02,33
Lenovo Ideapad 330-B9ID Onyx Black,3949000,2014-11-03,16
"Lenovo Ideapad V110 (i3 6006U, DOS, 4GB, 1TB, 15"" HD, AMD Radeon 2GB, DVD, Hitam)",5928463,2014-11-06,22
Lenovo IdeaPad Slim 3 14ADA DSID AMD 3020E SSD 256GB Win10 OHS2019,4250000,2014-11-07,22
Lenovo IdeaPad Slim 3 14ARE05 7RID Ryzen 3 4300 8GB SSD 512GB IPS W10 OHS2019,7750000,2014-11-09,28
Lenovo Ideapad V130-15IGM N4000 4GB 500GB DVDRW DOS,3637200,2014-11-20,17
"Lenovo IdeaPad 330 - Intel N4100 - 4GB - 1TB - 14"" - DVD Room - Win10 - Resmi",3749000,2014-11-21,28
Lenovo Ideapad Slim 3 14AER05 Ryzen 3-4300U|8GB|512GB|14inch|W10|Tas,7696000,2014-11-23,29
"Lenovo IdeaPad slim 3 14ARE05 OHS (Ryzen 3 4300U Win10 8GB 512GB SSD 14"" FHD IPS AMD)",7899000,2014-11-28,24
asus zenbook ux302lg keren abis i5 4200 4gb 500gb 16gb ssd vga 730gt,6000000,2014-12-08,13
"ASUS ZENBOOK UX330UA Core i7 6500/RAM 8GB/SSD 256GB/IntelHD 13.3"" QHD+",7750000,2015-01-16,15
ASUS Zenbook UX32VD,5000000,2015-02-26,18
lenovo thinkpad yoga core i5 4210u ram 4gb ssd 128gb touchscreen,4000000,2015-03-15,20
Lenovo Yoga 700-14ISK Ci5 6200U 4GB 128GB SSD,6500000,2015-04-10,24
Lenovo Yoga 700-11ISK / M5 (Silver),8000000,2015-04-14,26
Lenovo Yoga 310,4000000,2015-05-10,29
core i5/ 8gb ram/ SSD /ultrabook YOGA Lenovo ThinkPad / bukan macbook,5149000,2015-05-15,27
Acer Aspire 5 A514-53 i3-1005G1 4GB 512 SSD + intel Optane Win10 OHS,6499000,2015-05-21,27
Acer Aspire 3 - A314-41 - AMD A9-9420 4GB 256GB SSD Radeon R5 W10H,5250000,2015-05-22,22
Acer Aspire 3 - A314-21 - AMD A9-9420e 8GB 256GB SSD Radeon R5 W10H,5149000,2015-05-23,24
Acer Aspire 3 A314-32 Intel N4100 8GB 1TB HDD Win10,4480000,2015-05-25,19
Acer Aspire 3 A314-41 AMD A4 9120E 4GB 1TB 455L/42PE,3599000,2015-05-26,19
Acer Aspire 5 514-52K i3-8130U/4GB/256GB/UMA/W10H,6099000,2015-05-27,22
"ACER ASPIRE A315_42 RYZEN 3-3200U/8GB/1TB/VEGA 3/15.6""/WIN10/RESMI",6399000,2015-05-28,23
"Acer Aspire 3 - A314-32 - INTEL N4000 - 4GB - 1TB - 14"" - WIN10",3599000,2015-05-29,18
ACER ASPIRE 3 A315-53-C4DS INTEL 3867U-4GB-1TB-WIN10-15.6HD,3630000,2015-05-30,36
Acer Aspire 3 - A315-42 - AMD Ryzen 5 3500U VEGA 8 8GB 1TB W10H,7475000,2015-05-31,27
Acer Aspire 5 514-52K i3-8130U/8GB/1TB/UMA/W10H,6699000,2015-06-01,23
Acer Aspire 5 A514 i5 10210 4GB 1TB MX350 2GB W10 (PRE) 14.0,7899000,2015-06-03,23
"ASUS VIVOBOOK MAX X44UB-I3 7020U 4GB 1TB NVIDIA MX110 2GB 14"" WIN10",6500000,2015-06-05,18
Asus VivoBook A407UF - Gen8/i5 8250U/SSD 860 Evo 500GB,7400000,2015-06-07,22
ASUS VIVOBOOK MAX X441UA - i3 7020U - 4GB - 1TB - 14 INCI -WINDOWS 10,5725000,2015-06-08,18
"ASUS VIVOBOOK MINI E203M INTEL N4000 2GB RAM 11,6 INC WIN 10 64 BIT",3824245,2015-06-09,19
ASUS VivoBook E12-E203NAH,6990000,2015-06-10,22
Laptoo ASUS VIVOBOOK E12 E203MAH N4000 4GB 500GB WIN10 RESMI-Star Grey,3750000,2015-06-12,23
ASUS VivoBook A407MA-BV002T Gold 36509,3840000,2015-06-14,30
"Asus Vivobook X441BA AMD A4-9125 4GB 500GB Radeon R4 14.0""HD WIN10",4100000,2015-06-17,28
"Acer Aspire 3 A314-32-C52Q [14""""/N4000/4GB/1TB/Win10] - Blue",3699000,2015-06-19,20
"ACER ASPIRE 3 A311-31-C64M/C5Z5 - INTEL N4000|4GB|500GB|11,6""|WIN 10",3599000,2015-07-08,21
Acer Aspire 3 A314-41-455L 42PE - A4 9120E 4GB 1TB 14HD W10,3599000,2015-07-09,33
Acer Aspire 3 A311-31-C540 C67G N4020 4GB 500GB W10 11.6,3480000,2015-07-10,26
"Acer Aspire 3 A314-32 N4000/4Gb/1Tb/Win10/14"" - MERAH /BLUE",3699000,2015-07-11,30
Acer Aspire 3 A314-33-C70T N4000 4GB 1TB W10 14HD dvd C0RS/C70T/C3ZY,3699000,2015-07-12,19
Acer Aspire 3 A315-42-R0GT Red,5250000,2015-07-13,22
Acer Aspire 3 A314-21 A4 9120E 4GB 1TB W10 14HD 4644/4816/49WC,3499000,2015-07-14,19
LENOVO YOGA 330,4850000,2015-08-05,20
Ultrabook Convertible Lenovo Thinkpad X1 Yoga Core i5 6300u Mulus,7900000,2015-09-18,16
Lenovo Yoga Win 10,7999000,2015-10-04,22
Lenovo Yoga 330 N4000 4GB 128GB Win10 11.6 52ID 2SID,4399000,2015-10-07,19
