name,price,location,sold,date
Asus ROG Phone 3 Snapdragon 865+ 12GB/512GB 12GB/128GB 12GB/256GB TAM,10.309.000,Jakarta Pusat,8,22-01-2021
Laptop Hype Asus ROG GL504 2019 i7 16/512 SSD GTX 1060 6GB Full Set,19.250.000,Jakarta Pusat,1,22-01-2021
Asus ROG Phone 3 12/256Gb SDM865+,13.950.000,Surakarta,1,22-01-2021
ASUS ROG G532LWS i77SD7T GeForce® RTX 2070 SUPER™ - i7 10875 32GB,39.599.000,Jakarta Utara,1,22-01-2021
ASUS ROG PHONE 3 III ROGPHONE III 128GB 8GB - Garansi Resmi Indonesia,10.380.000,Jakarta Pusat,22,22-01-2021
Asus Rog 3 12GB-128GB Garansi - Black 12/512,14.500.000,Jakarta Barat,6,22-01-2021
Asus Rog Phone 3 Rogphone III Ram 12Gb 256Gb SD 865+ Resmi Indonesia - 256gb,15.405.000,Jakarta Pusat,9,22-01-2021
Asus Rog Phone 3 12/512 Ram 12Gb Internal 512Gb Snapdragon 865+ Plus,16.749.000,Jakarta Barat,8,22-01-2021
ASUS ROG PHONE 3 - 8/128 RESMI,10.150.000,Kab. Tulungagung,3,22-01-2021
ASUS ROG PHONE 3 GARANSI RESMI 128/8Gb INDONESIA,10.199.000,Surabaya,32,22-01-2021
ASUS ROG core I5 8/512GB,12.400.000,Kab. Kotabaru,1,22-01-2021
ASUS ROG PHONE 3 / ROG PHONE III 1TB / 512 GB / 256GB Garansi 1 Tahun,10.024.000,Jakarta Pusat,3,22-01-2021
Asus ROG 3 12/128Gb SD865,10.200.000,Tangerang,3,22-01-2021
Asus Rog Phone 3 SD 865+ 5G - Ram 12Gb Rom 256Gb - New Original ROG 3,12.750.000,Batam,16,22-01-2021
Motherboard ASUS ROG ZENITH EXTREME,10.299.000,Jakarta Pusat,5,22-01-2021
ASUS - ROG-STRIX-RTX2070S-O8G-GAMING,10.865.000,Malang,1,22-01-2021
asus rog phone 3 8/128 resmi,10.200.000,Jakarta Pusat,2,22-01-2021
"ASUS ROG STRIX G512LU-I766B6T i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz - Glacier Blue, Non Bundling",19.730.000,Jakarta Pusat,7,23-01-2021
ASUS ROG STRIX G512LI I75TB6T i7 10750H GTX 1650Ti IPS 144Hz 8Gb 512Gb - Hitam,16.498.000,Tangerang,29,23-01-2021
"ASUS ROG Zephyrus G14 GA401II-R55TA8G R5 4600HS GTX 1650Ti 8GB 512GB - Non Bundling, ECLIPSE GRAY",16.932.000,Jakarta Pusat,8,23-01-2021
ASUS ROG Zephyrus G14 GA401 Ryzen 9 4900 16GB 1TBssd RTX2060 6GB W10 - Abu-abu,24.999.000,Jakarta Utara,6,23-01-2021
"ASUS ROG Zephyrus G14 R7 4800HS 1650Ti 8GB GA401II-R75TA8W 512GB - Non Bundling, MOONLIGHT WHITE",22.033.000,Jakarta Pusat,1,23-01-2021
ASUS ROG STRIX G512LI-I565B6T i5-10300H 8GB 512GB GTX1650Ti 4GB 144Hz,14.399.000,Jakarta Pusat,32,23-01-2021
ASUS ROG STRIX G512LI-I75TB6T i7-10750H 8GB 512GB GTX1650Ti 4GB 144Hz,17.499.000,Jakarta Pusat,53,23-01-2021
"ASUS ROG Zephyrus G14 GA401 Ryzen7 4800 8GB 512ssd GTX1650 4GB W10 14""",15.849.000,Jakarta Utara,37,23-01-2021
ASUS ROG G531GT-I765G1T STRIX III i7-9750H GTX1650 4GB 512GB SSD 120Hz,16.298.000,Tangerang,64,23-01-2021
ASUS ROG STRIX G512LI I75TB6T i7 10750H GTX 1650Ti IPS 144Hz 8Gb 512Gb,16.498.000,Tangerang,29,23-01-2021
ASUS ROG STRIX G512LU-I766B6T i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz,19.729.000,Jakarta Pusat,18,23-01-2021
"Asus ROG Zephyrus G14 GA401iH Ryzen 7 4800 16GB 512ssd GTX1650 4GB 14""",16.399.000,Jakarta Utara,30,23-01-2021
ASUS ROG PHONE 3 / ROG PHONE III 512 GB / 256GB / 128GB Garansi 1 Tahn,10.499.000,Jakarta Pusat,140,23-01-2021
ASUS ROG SCAR G532LV-I7R6C6T i7-10875H 16GB 1TB RTX2060 6GB 240Hz,29.999.000,Jakarta Pusat,23,23-01-2021
ASUS ROG ZEPHYRUS S15 GX502LXS-I78SD8T i7-10875H 32GB 1TB RTX2080 8GB,59.999.000,Jakarta Pusat,2,23-01-2021
"Asus ROG Strix XG49VQ 49"" LED Monitor",18.800.000,Medan,1,23-01-2021
Asus Rog Phone 3 12/128 Ram 12Gb Internal 128Gb Snapdragon 865+ Plus,10.999.000,Jakarta Barat,7,23-01-2021
DELL Inspiron 7591 [15.6 inch/i7-9750H/8GB/256GB/SSD/GTX1050/W10],18.499.000,Jakarta Utara,1,23-01-2021
HP Omen 15 Ryzen 7 4800 16GB 512ssd GTX1660Ti 6GB 15.6FHD W10 - 1 TB ssd,18.299.000,Jakarta Utara,2,23-01-2021
HP Pavilion Gaming 15 dk1141TX i7 10750H GTX1660Ti 8GB 512ssd 32optane - Non Bundling,17.741.000,Jakarta Pusat,6,23-01-2021
ASUS ROG PHONE 3 / ROG PHONE III 512 GB / 256GB / 128GB Garansi 1 Tahn,10.499.000,Jakarta Pusat,140,23-01-2021
ASUS ROG SCAR G732LV-I7R6B6T i7-10875H 16GB 1TB RTX2060 6GB 144Hz,29.999.000,Jakarta Pusat,8,23-01-2021
ASUS ROG PHONE 3 III ROGPHONE III 128GB 8GB - Garansi Resmi Indonesia,10.380.000,Jakarta Pusat,23,23-01-2021
ASUS ROG STRIX G512LV-I7R6C8T i7-10870H 16GB 512GB RTX2060 6GB 240Hz,25.379.000,Jakarta Pusat,6,23-01-2021
ASUS ROG STRIX G512LU-I766B6P i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz,19.729.000,Jakarta Pusat,6,23-01-2021
Asus TUF FX505GT-I565B6T|i5-9300H|GTX 1650 ROG Boost|8GB|512GB|Win 10,12.499.000,Jakarta Timur,5,23-01-2021
ASUS ROG ZEPHYRUS M15 GU502LW 240Hz i7 10750H 16GB 1TBssd RTX2070 8GB,25.649.000,Jakarta Utara,2,23-01-2021
ASUS ROG STRIX G512LI-I75TB6T i7-10750H 8GB 512GB GTX1650Ti 4GB 144Hz,16.639.000,Jakarta Pusat,2,23-01-2021
ASUS ROG Zephyrus G14 GA401IH Ryzen 7 4800 24GB 512ssd GTX1650 4GB W10,16.899.000,Jakarta Utara,9,23-01-2021
ASUS ROG STRIX G512LI-I75TB7T i7-10750H 16GB 512GB GTX1650Ti 4GB 144Hz,19.999.000,Jakarta Pusat,8,23-01-2021
HP Pavilion Gaming 15 ec1076AX Ryzen 7 4800 16GB 512ssd GTX1660Ti 6GB - Non Bundling,16.542.000,Jakarta Pusat,5,23-01-2021
"Lenovo LEGION 5i Core i7-10750H GTX1660Ti 144Hz 16GB 512GB 15.6"" FHD - Non Paket",20.400.000,Jakarta Pusat,12,23-01-2021
LENOVO LEGION 5i - i7 10750H 16GB 512GB GTX1660Ti 6GB W10 black - 8GB,16.799.000,Jakarta Utara,1,23-01-2021
PC GAMING | i7-9700f | GTX1660Ti | SSD | 8GB | RENDER DESIGN(NM),12.287.500,Jakarta Utara,2,23-01-2021
ROG Zephyrus G14 GA401II R75TA8W Ryzen 7-4800HS 8GB 512GB S GTX1650Ti,21.299.000,Jakarta Pusat,3,23-01-2021
ASUS ROG ZEPHYRUS S15 GX502LXS-I78SD8T i7-10875H 32GB 1TB RTX2080 8GB,59.999.000,Jakarta Pusat,2,23-01-2021
ASUS ROG STRIX G512LU-I766B7T i7-10750H 16GB 1TB GTX1660Ti 6GB 144Hz,22.799.000,Jakarta Pusat,8,23-01-2021
ASUS ROG G512Li i7 10750 16GB 512SSD GTX1650Ti 4GB W10 15.6FHD 144Hz,16.399.000,Jakarta Utara,7,23-01-2021
ASUS ROG STRIX G712LU-I766B6T i7-10750H 16GB 1TB GTX1660Ti 6GB 144Hz,26.999.000,Jakarta Pusat,3,23-01-2021
ASUS ROG STRIX G512LV-I7R6C8T i7-10870H 16GB 512GB RTX2060 6GB 240Hz,25.379.000,Jakarta Pusat,7,23-01-2021
ASUS ROG STRIX G512LU-I766B6P i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz,19.729.000,Jakarta Pusat,7,23-01-2021
ASUS ROG STRIX G G512LI I75TB6T Ci7 10750H 8GB 512GB GTX1650Ti W10,17.249.000,Denpasar,2,23-01-2021
ASUS ROG ZEPHYRUS S17 GX701LXS i7-10875H 32GB 1TB RTX2080 SUPER 8GB,69.999.000,Jakarta Pusat,1,23-01-2021
ASUS ROG ZEPHYRUS M15 GU502LU-I766C8T i7-10750H 16GB 1TB GTX1660Ti 6G,23.499.000,Jakarta Barat,7,23-01-2021
ASUS ROG STRIX G512LI-I565B6T i5-10300H 8GB 512GB GTX1650Ti 4GB 144Hz,14.299.000,Jakarta Pusat,9,23-01-2021
"ASUS ROG STRIX G512LU-I766B6T i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz - Glacier Blue, Non Bundling",19.730.000,Jakarta Pusat,7,23-01-2021
ASUS ROG STRIX G512LI I75TB6T i7 10750H GTX 1650Ti IPS 144Hz 8Gb 512Gb - Hitam,16.498.000,Tangerang,29,23-01-2021
"ASUS ROG Zephyrus G14 GA401II-R55TA8G R5 4600HS GTX 1650Ti 8GB 512GB - Non Bundling, ECLIPSE GRAY",16.932.000,Jakarta Pusat,8,23-01-2021
ASUS ROG Zephyrus G14 GA401 Ryzen 9 4900 16GB 1TBssd RTX2060 6GB W10 - Abu-abu,24.999.000,Jakarta Utara,6,23-01-2021
"ASUS ROG Zephyrus G14 R7 4800HS 1650Ti 8GB GA401II-R75TA8W 512GB - Non Bundling, MOONLIGHT WHITE",22.033.000,Jakarta Pusat,1,23-01-2021
ASUS ROG PHONE 3 [128GB/256GB/512GB] Snapdragon 865+ Garansi Indonesia,10.399.000,Jakarta Pusat,53,23-01-2021
ASUS ROG STRIX G512LI-I75TB6T i7-10750H 8GB 512GB GTX1650Ti 4GB 144Hz,19.799.000,Jakarta Pusat,11,23-01-2021
ASUS ROG G512LI-I565B6T Strix G i5 10300H 8GB 512ssd GTX1650Ti 4GB W10,14.199.000,Jakarta Utara,4,23-01-2021
ASUS ROG ZEPHYRUS M15 GU502LW 240Hz i7 10750H 24GB 1TBssd RTX2070 8GB,29.199.000,Jakarta Utara,2,23-01-2021
ASUS ROG STRIX G512LI-I565B6T i5-10300H 8GB 512GB GTX1650Ti-4GB 144Hz,14.199.000,Jakarta Utara,3,23-01-2021
Asus ROG GL531GT i7 9750 16GB 512ssd GTX1650 4GB W10 15.6FHD,15.399.000,Jakarta Utara,2,23-01-2021
ASUS ROG ZEPHYRUS M15 GU502LW - i7 10750H 16GB 1TB RTX2070 8GB 240HZ,33.999.000,Jakarta Utara,2,23-01-2021
LAPTOP Asus ROG GL531GT i7 9750 16GB 512ssd GTX1650 4GB W10 15.6FHD,15.399.000,Jakarta Utara,2,23-01-2021
Asus ROG G512Li 144HZ i7 10750 16GB 512ssd GTX1650Ti W10 15.6FHD,16.399.000,Jakarta Utara,8,23-01-2021
ASUS ROG GA401II-R75TA6W Zephyrus G14 | R7 4800HS 8GB 512ssd GTX1650Ti,21.299.000,Jakarta Utara,2,23-01-2021
"Asus ROG Strix XG49VQ 49"" LED Monitor",18.800.000,Medan,1,23-01-2021
Asus Rog Phone 3 12/128 Ram 12Gb Internal 128Gb Snapdragon 865+ Plus,10.999.000,Jakarta Barat,7,23-01-2021
HP Omen 15 Ryzen 7 4800 16GB 512ssd GTX1660Ti 6GB 15.6FHD W10 - 1 TB ssd,18.299.000,Jakarta Utara,2,23-01-2021
HP Pavilion Gaming 15 dk1141TX i7 10750H GTX1660Ti 8GB 512ssd 32optane - Non Bundling,17.741.000,Jakarta Pusat,6,23-01-2021
Lenovo Legion 5i 15IMH i7 10750 16GB 512ssd GTX1660Ti 6GB W10 15.6FHD - 8 gb,16.799.000,Depok,3,23-01-2021
Asus ROG Phone 3 Snapdragon 865+ 12GB/512GB 12GB/128GB 12GB/256GB TAM,10.024.000,Jakarta Pusat,23,23-01-2021
Laptop Gaming ASUS ROG GL552VX-DM409T i7-7700HQ Kabylake,12.000.000,Kab. Sukabumi,1,23-01-2021
Laptop Gaming Asus ROG G531GT-I565G1T|i5-9300|8GB|512GB|GTX1650 4GB,14.349.000,Makassar,2,23-01-2021
ASUS ROG Zephyrus S GX502GV-I7R62T i7-9750H 8GB 512GB SSD RTX2060 6GB,34.999.000,Jakarta Pusat,2,23-01-2021
ASUS ROG STRIX GL503VD HERO EDITION/RAM 16GB/SSD 128GB-HDD 1TB/CORE I7,12.500.000,Bandung,2,23-01-2021
Asus Rog Phone 3 12/256 Ram 12Gb Internal 256Gb Snapdragon 865+ Plus,12.249.000,Jakarta Barat,27,23-01-2021
ASUS ROG G531GD-I505G1T STRIX III i5 9300H RAM 8GB GTX1050 4GB,13.800.000,Bandung,1,23-01-2021
ASUS ROG ZEPHYRUS G14 GA401II-R75TA6W|R7-4800HS|8GB|512SSD|GTX1650|W10,23.000.000,Surabaya,1,23-01-2021
ASUS ROG STRIX G512LI-I75TB6T - I7-10750H 8G SSD 512G GTX-1650TI 144HZ,16.950.000,Medan,1,23-01-2021
ASUS ROG STRIX G512LU-I766B6T i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz,19.729.000,Jakarta Pusat,7,23-01-2021
LENOVO LEGION 5i - i7 10750H 16GB 512GB GTX1660Ti 6GB W10 black - 8GB,16.799.000,Jakarta Utara,1,23-01-2021
PC GAMING | i7-9700f | GTX1660Ti | SSD | 8GB | RENDER DESIGN(NM),12.287.500,Jakarta Utara,2,23-01-2021
ROG Zephyrus G14 GA401II R75TA8W Ryzen 7-4800HS 8GB 512GB S GTX1650Ti,21.299.000,Jakarta Pusat,3,23-01-2021
ROG Zephyrus M15 GU502LW | RTX2070 | 240Hz i7 10750 16/1TBssd W10 FHD,25.649.000,Jakarta Utara,3,23-01-2021
Asus Rog GL702VM Notebook / Laptop Gaming,29.700.000,Jakarta Pusat,4,23-01-2021
ASUS ROG GU502LW-I7R7C8T ZephyrusM15 i7 10875H 16GB 1TBssd RTX2070 8GB,33.799.000,Jakarta Utara,1,23-01-2021
Asus ROG GX701LXS I78SD8T Zephyrus S17 i7 10875 32GB 1TB RTX2080S 8GB,55.999.000,Jakarta Utara,2,23-01-2021
Asus ROG G531GD I705G4T i7 9750H 8GB 512SSD GtX1050 4GB 15inch FHD,13.899.000,Surabaya,1,23-01-2021
Asus ROG Strix G531GT core i7-9th GTX1650 8GB ssd 512gb,15.000.000,Tasikmalaya,3,23-01-2021
ASUS ROG STRIX-G G512LV-I7R6B6T i7-10750H 16GB 512GB RTX2060 144Hz W10,25.900.000,Surabaya,1,23-01-2021
ASUS ROG G531GU-I566G2T i5 9300H|8GB|512GB SSD|GTX1660Ti 6GB|120Hz,16.899.000,Jakarta Pusat,2,23-01-2021
ASUS ROG Strix III G531GW-i9R7S1T i9-9980HK 32GB 1TB SSD RTX2070 240Hz,44.999.000,Jakarta Utara,1,23-01-2021
ASUS ROG ZEPHYRUS G14 GA401IV R9R6F8G R9 4900HS 16GB 1TB RTX2060 WIN10,33.299.000,Denpasar,2,23-01-2021
Asus ROG Phone 3 - 12/256GB - Garansi Resmi + Gift Box,14.950.000,Jakarta Barat,4,23-01-2021
Monitor LED Gaming Asus ROG Strix XG279Q 27'' 2560x1440 170Hz 1ms HDMI,10.499.900,Jakarta Pusat,9,23-01-2021
"ASUS ROG STRIX G512LU-I766B6T i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz - Glacier Blue, Non Bundling",19.730.000,Jakarta Pusat,7,23-01-2021
ASUS ROG STRIX G512LI I75TB6T i7 10750H GTX 1650Ti IPS 144Hz 8Gb 512Gb - Hitam,16.498.000,Tangerang,29,23-01-2021
"ASUS ROG Zephyrus G14 GA401II-R55TA8G R5 4600HS GTX 1650Ti 8GB 512GB - Non Bundling, ECLIPSE GRAY",16.932.000,Jakarta Pusat,8,23-01-2021
ASUS ROG Zephyrus G14 GA401 Ryzen 9 4900 16GB 1TBssd RTX2060 6GB W10 - Abu-abu,24.999.000,Jakarta Utara,6,23-01-2021
"ASUS ROG Zephyrus G14 R7 4800HS 1650Ti 8GB GA401II-R75TA8W 512GB - Non Bundling, MOONLIGHT WHITE",22.033.000,Jakarta Pusat,1,23-01-2021
NB ASUS ROG GL503 SSD VD-FY 285T,14.750.000,Banjarmasin,1,23-01-2021
Asus ROG STRIX G512LI-I75TB6T Core i7-10750H 8GB 512SSD GTX1650Ti 4GB,17.475.000,Bandung,1,23-01-2021
Asus ROG G512Li i7 10750 GTX1650Ti 144Hz 100% SRGB RAM 16GB 512GB SSD,16.399.000,Jakarta Utara,2,23-01-2021
Asus ROG Phone 3 Deluxe Edition 12/256GB Box Hexagon Garansi resmi Tam,15.799.000,Jakarta Pusat,2,23-01-2021
Laptop Gaming Asus ROG G531GT-I765G1T|Ci7|8GB|512GB SSD|GTX1650|WIN10,17.599.000,Makassar,1,23-01-2021
Asus TUF FX505 Ryzen 8 core 1660 Ti 512 GB 16 GB Not ROG Zephyrus Y740,16.650.000,Bandung,5,23-01-2021
Asus ROG Zephyrus GX501GI Gaming Laptop w/ Gen 8 + GDDR5X 1080 8 GB,25.999.000,Bandung,2,23-01-2021
ASUS ROG PC Desktop G15CK-I7659T i7-10700KF 8GB 512GB GTX1650 W10,17.999.000,Jakarta Pusat,6,23-01-2021
Asus Rog Phone 3 12/512 Ram 12Gb Internal 512Gb Snapdragon 865+ Plus,16.749.000,Jakarta Barat,8,23-01-2021
LAPTOP GAMING ASUS ROG STRIX HERO EDITION GL503GE-EN129T,17.550.000,Medan,3,23-01-2021
"Asus ROG Strix XG49VQ 49"" LED Monitor",18.800.000,Medan,1,23-01-2021
Asus Rog Phone 3 12/128 Ram 12Gb Internal 128Gb Snapdragon 865+ Plus,10.999.000,Jakarta Barat,7,23-01-2021
DELL Inspiron 7591 [15.6 inch/i7-9750H/8GB/256GB/SSD/GTX1050/W10],18.499.000,Jakarta Utara,1,23-01-2021
HP PAVILION GAMING 15 Ryzen 5 4600H 512 GB 16GB GTX 1650 144Hz W10+OHS,12.999.000,Jakarta Barat,15,23-01-2021
ASUS TUF GAMING FX506II-R55TB6T-O Ryzen 5-4600H 8GB 512GB GTX1650Ti,13.899.000,Jakarta Pusat,2,23-01-2021
ASUS ROG PHONE 2 ROG PHONE II 1TB RAM 12GB - NEW - BNIB - 100% ORI,15.500.000,Tanjung Pinang,10,23-01-2021
Asus ROG G531GT I765B1T i7 9750 8GB 512ssd GTX1650 4GB W10 15.6FHD 144,15.699.000,Bekasi,1,23-01-2021
ASUS ROG G731GW STRIX III G i7-9750H 16GB 512GB RTX2070 8GB 17.3 FHD,25.990.000,Jakarta Pusat,1,23-01-2021
ASUS ROG PHONE 3 5G 12GB/128GB 12/256GB 12/512GB 16/512GB 100% ORI NEW,10.990.000,Batam,5,23-01-2021
Asus ROG Zephyrus G14 GA401IV-R9R6F8G Gray[R9-4900HS|RAM 16GB|SSD 1TB],32.999.000,Jakarta Pusat,2,23-01-2021
Asus ROG G512LU I766B6T i7 10750 8GB 512ssd GTX1660Ti 6GB W10 15.6FHD,19.499.000,Jakarta Utara,6,23-01-2021
ASUS ROG ZEPHYRUS G14 GA401IV-R9R6F8G (Eclipse Grey) Ryzen 9 + SSD 1TB,34.049.000,Kab. Sleman,4,23-01-2021
Asus ROG GL503VD-GZ294T Black Hero Edition - Cash dan Kredit,17.000.000,Jakarta Selatan,1,23-01-2021
"Asus ROG G15CK-I76S8T ( CORE I7-10700KF, VGA RTX 2060S SUPER 8GB )",25.799.000,Jakarta Utara,1,23-01-2021
Laptop ASUS ROG STRIX GL702VSK 17 FHD i7-7700HQ Geforce GTX 1070,15.990.000,Bekasi,1,23-01-2021
ACER NITRO 5 AN515 44 R5 4600H R7 4800H GTX 1650Ti RYZEN 5 7 R2Z0 R3Y8 - R5-4600H,13.398.000,Tangerang,7,23-01-2021
Lenovo LEGION 5 AMD Ryzen 5 4600H RAM 16GB SSD 512G VGA 4GB,16.799.000,Depok,1,23-01-2021
HP Pavilion Gaming 15 ec1077AX Ryzen 5-4600H 16GB 512GB GTX 1650 WIN10 - Non Paket,12.893.000,Jakarta Pusat,5,23-01-2021
Lenovo Legion 5 R5-4600H RTX 2060 6gb 144Hz 16GB 512GB 144Hz 100%sRGB - Non Bundling,18.191.000,Jakarta Pusat,4,23-01-2021
ACER PREDATOR NITRO AN515-44 - RYZEN 5-4600H 8GB 512GB GTX1650Ti | OHS,13.299.000,Jakarta Utara,1,23-01-2021
asus rog phone 3 NEW 8/128 garansi resmi,10.500.000,Jakarta Selatan,12,23-01-2021
ASUS ROG G531GT-I565G1T/ I5 9300HQ-8GB-SSD 512GB-GTX1650 4GB-WIN 10,12.800.000,Jakarta Pusat,2,23-01-2021
ASUS ROG PHONE 3 RAM 8GB 128GB SNAPDRAGON-865 BNIB 100% GARANSI RESMI,10.000.000,Jakarta Pusat,7,23-01-2021
Asus ROG Phone 3 8/128 GB - Garansi Resmi Asus Indonesia - BNIB,10.045.000,Jakarta Barat,5,23-01-2021
Asus ROG Phone 3 RAM 8GB INTERNAL 128GB Snapdragon 865 Plus /865+ HP G,10.200.000,Pekanbaru,3,23-01-2021
Asus Rog Phone 3 - 12/256GB - Garansi Resmi,15.590.000,Jakarta Timur,2,23-01-2021
LAPTOP ASUS ROG G531GU-I766H1T I7-9750H 8GB 512GB SSD GTX1660Ti 6GB,23.989.000,Jakarta Pusat,1,23-01-2021
ASUS ROG PC Desktop G15DH-R5651T Ryzen 5-3600X 8GB 512GB GTX1650 4GB,13.900.000,Jakarta Pusat,1,23-01-2021
ASUS ROG STRIX GA15 G15DH-R7651T GAMING DESKTOP,16.299.000,Medan,2,23-01-2021
Asus ROG Phone 3 8/256 12/256 16/512 16/1Tb ROG III Ram 8Gb 12Gb 16Gb,14.995.000,Depok,32,23-01-2021
"ASUS ROG STRIX G512LU-I766B6T i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz - Glacier Blue, Non Bundling",19.730.000,Jakarta Pusat,7,23-01-2021
ASUS ROG STRIX G512LI I75TB6T i7 10750H GTX 1650Ti IPS 144Hz 8Gb 512Gb - Hitam,16.498.000,Tangerang,29,23-01-2021
"ASUS ROG Zephyrus G14 GA401II-R55TA8G R5 4600HS GTX 1650Ti 8GB 512GB - Non Bundling, ECLIPSE GRAY",16.932.000,Jakarta Pusat,8,23-01-2021
ASUS ROG Zephyrus G14 GA401 Ryzen 9 4900 16GB 1TBssd RTX2060 6GB W10 - Abu-abu,24.999.000,Jakarta Utara,6,23-01-2021
"ASUS ROG Zephyrus G14 R7 4800HS 1650Ti 8GB GA401II-R75TA8W 512GB - Non Bundling, MOONLIGHT WHITE",22.033.000,Jakarta Pusat,1,23-01-2021
asus rog phone 2 12/512 plus cooler,19.100.000,Kab. Tangerang,1,23-01-2021
ASUS ROG STRIX GL503GE-EN023T i7-8750 8GB 1TB Nvidia 1050Ti 4GB WIN10,16.400.000,Jakarta Pusat,1,23-01-2021
ASUS ROG core I5 8/512GB,12.400.000,Kab. Kotabaru,1,23-01-2021
ASUS ROG PHONE 3 / ROG PHONE III 1TB / 512 GB / 256GB Garansi 1 Tahun,10.024.000,Jakarta Pusat,3,23-01-2021
Asus ROG 3 12/128Gb SD865,10.200.000,Tangerang,3,23-01-2021
Asus Rog Phone 3 SD 865+ 5G - Ram 12Gb Rom 256Gb - New Original ROG 3,12.750.000,Batam,16,23-01-2021
ASUS ROG GL502VT-FY129T STRIX,24.450.000,Jakarta Utara,2,23-01-2021
ASUS - ROG-STRIX-RTX2070S-O8G-GAMING,10.865.000,Malang,1,23-01-2021
ASUS PC ROG GL12CM-ID901T|i7-8700K|16GB|2TB|GTX1080|Windows 10,40.799.000,Jakarta Pusat,1,23-01-2021
ASUS ROG PHONE 3 GARANSI RESMI 128/8Gb INDONESIA,10.199.000,Surabaya,32,23-01-2021
"ASUS ROG Zephyrus G14 GA401II-R55TA8G R5 4600HS GTX 1650Ti 8GB 512GB - Non Bundling, ECLIPSE GRAY",16.932.000,Jakarta Pusat,8,25-01-2021
Asus ROG Zephyrus G14 GA401 Ryzen 7 4800 8GB 512ssd GTX1650 4GB W10 - 8 gb,15.849.000,Jakarta Utara,9,25-01-2021
"ASUS ROG ZEPHYRUS GA401ii Ryzen 5-4600HS GTX1650Ti 120Hz 8GB 512GB SSD - Eclipse Gray, Non Paket",16.932.000,Jakarta Pusat,4,25-01-2021
Asus ROG Zephyrus M15 GU502LW i7 10750 16GB 1TBssd RTX2070 8GB W10 - 16 gb,25.649.000,Jakarta Utara,7,25-01-2021
"ASUS ROG Zephyrus G14 R7 4800HS 1650Ti 8GB GA401II-R75TA8W 512GB - Non Bundling, MOONLIGHT WHITE",22.033.000,Jakarta Pusat,1,25-01-2021
ASUS ROG STRIX G512LI-I565B6T i5-10300H 8GB 512GB GTX1650Ti 4GB 144Hz,14.399.000,Jakarta Pusat,32,25-01-2021
ASUS ROG STRIX G512LI-I75TB6T i7-10750H 8GB 512GB GTX1650Ti 4GB 144Hz,17.499.000,Jakarta Pusat,53,25-01-2021
ASUS ROG G531GT-I765G1T STRIX III i7-9750H GTX1650 4GB 512GB SSD 120Hz,16.298.000,Tangerang,64,25-01-2021
ASUS ROG STRIX G512LU-I766B6T i7-10750H 8GB 512GB GTX1660Ti 6GB 144Hz,19.729.000,Jakarta Pusat,18,25-01-2021
ASUS ROG SCAR G532LV-I7R6C6T i7-10875H 16GB 1TB RTX2060 6GB 240Hz,29.999.000,Jakarta Pusat,23,25-01-2021
ASUS ROG STRIX G512LI I75TB6T i7 10750H GTX 1650Ti IPS 144Hz 8Gb 512Gb,16.498.000,Tangerang,29,25-01-2021
Asus ROG Zephyrus G14 Ryzen 5-4600HS 8GB 512GB GTX1650Ti Win10 14 FHD,16.699.000,Jakarta Pusat,39,25-01-2021
"ASUS ROG Zephyrus G14 GA401 Ryzen7 4800 8GB 512ssd GTX1650 4GB W10 14""",15.849.000,Jakarta Utara,37,25-01-2021
ASUS ROG SCAR G732LV-I7R6B6T i7-10875H 16GB 1TB RTX2060 6GB 144Hz,29.999.000,Jakarta Pusat,8,25-01-2021
ASUS ROG ZEPHYRUS G14 GA401II RYZEN 5 4600H 8GB 512GB GTX1650Ti 4GB,16.939.000,Jakarta Pusat,13,25-01-2021
ASUS ROG STRIX G III G531GT-I765G1T I7-9750H 8GB 512GB GTX1650 4GB FHD,16.799.000,Medan,1,25-01-2021
ASUS ROG M15 GU502LW I7R7C7T GeForce RTX™ 2070 - i7 10875 16GB - Black,33.999.000,Jakarta Utara,3,25-01-2021
"Asus ROG Zephyrus G14 GA401iV Ryzen 9 4900 16GB 1TBssd RTX2060 6GB W10 - Putih, 16 gb",24.999.000,Jakarta Utara,1,25-01-2021
"ASUS ROG STRIX G512LU-I766B6T i7-10750H GTX 1660Ti 144Hz 8GB 512GB SSD - Glacier Blue, Non Paket",19.730.000,Jakarta Pusat,3,25-01-2021
ASUS ROG S15 GX502LWS GeForce® RTX 2070 SUPER™ - i7 10875 32GB 1TB - Black,41.699.000,Jakarta Utara,1,25-01-2021
ASUS ROG STRIX G512LV-I7R6B6T i7-10750H 16GB 512GB RTX2060 6GB 144Hz,25.379.000,Jakarta Pusat,28,25-01-2021
ASUS ROG ZEPHYRUS G14 GA401IH AMD Ryzen 7 4800HS GTX1650 4GB 16GB,16.399.000,Jakarta Utara,44,25-01-2021
