name,sold,price,date
Dell Latitude E7450 |Core i7-Gen 5 |Camera - RAM 4-HDD 500,22,5199000,[Timestamp('2021-01-14 00:00:00')]
Dell inspiron 3180-A99420-4-500-U-WIN10H-GREY Notebook,2,3900000,[Timestamp('2021-01-14 00:00:00')]
Dell inspiron 3443,13,4800000,[Timestamp('2021-01-14 00:00:00')]
"Dell inspiron Amd A9 memori 4gb,hardis 500gb Kualitas bagus",2,3750000,[Timestamp('2021-01-14 00:00:00')]
Desktop Acer Aspire TC-708 | UX.BC7SD.009,13,7999000,[Timestamp('2021-01-14 00:00:00')]
Dell Inspiron AIO 5400 [Ci7-1165G7-8-256+1T-NVD-W10-BLK],165,14499000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 15 X360 Touch Ryzen 7 4700 8GB 512ssd Vega7 W10 15.6FHD,42,15299000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 15 EE0013DX X360 R5 4500 8GB 256SSD VEGA 8 FHD TOUCH WIN10,2,11990000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 15-K228TX Core i7 5500/8GB DDR3/SSD 128GB+HDD 1TB/GTX 850 FHD,4,8982000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 X360 Touch i7 1165G7 8GB 512ssd W10 13.3FHD GLD,84,16399000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 X360 Touch i7 1165G7 8GB 512ssd W10 13.3FHD Gold,16,16399000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 X360 Touch | Ryzen 7 4800 8GB 512ssd Vega7 W10 13.3FHD |,6,15099000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy 13 ba1030TX i5 1135G7 8GB 512ssd MX450 2GB W10+OHS 13.3"" Touch",3,17275000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 ba1033TX 2in1 Touch i7 1165G7 16GB 512ssd MX450 2GB W10+OHS,12,20399000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 ba1033TX Touch - i7 1165G7 16GB 512ssd MX450 2GB W10+OHS,24,20999000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 ba1033TX Touch GeForce® MX450 - i7 1165G7 16GB 512ssd,12,20399000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 ba1033TX Touch i7-1165G7 16GB 512GB MX450 2GB W10 13.3 FHD,4,21499000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 ba1033TX Touch | i7 1165G7 16GB 512ssd MX450 2GB +OHS 13.3,5,21074000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy 13-AQ1015TX Core i5-10210/8GB/512GB SSD/MX250/13"" FHD IPS",12,13575000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy 13-BA1033TX 1032TX i7 1165G7 16GB 512GB MX450 13.3"" FHD Touch OHS 2019 Win 10",716,20499000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy 13-BA1033TX 1034TX i7-1165G7 16GB 512GB MX450 13.3"" FHD TOUCH",36,20999000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy 13-BA1033TX B1034TX i7-1165G7 16GB 512GB MX450 13.3"" FHD TOUCH",5,21999000,[Timestamp('2021-01-14 00:00:00')]
"HP Envy 15 X360 Touch Ryzen 5 4500 8GB 256ssd Vega 8 W10 15.6"" FHD",53,11899000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 15 X360 Touch Ryzen 5 4500 8GB 256ssd Vega6 W10 15.6FHD BLACK,20,11899000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 15 X360 Touch Ryzen 5 4500 8GB 256ssd Vega6 WIN10 15.6FHD,2,11899000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 15 X360 Touch Ryzen 5 4500 8GB 512ssd Vega6 W10 15.6 FHD,16,12699000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 X360 Touch i7 1165G7 8GB 512ssd W10 13.3FHD,28,16399000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 X360 Touch Ryzen 7 4800 8GB 512ssd Vega7 Win10 13.3FHD,2,15099000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 X360 Touch Ryzen 7 4800 8GB 512ssd Vega7 W10 13.3FHD,366,15099000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 X360 Touch Ryzen 7 4700 8GB 512ssd Vega7 W10 13.3 FHD,18,15099000,[Timestamp('2021-01-14 00:00:00')]
"HP ENVY 15-ep0016TX i7-10750H 16GB 1TB RTX 2060 Max Q 6GB 15.6"" WIN10",2,29499000,[Timestamp('2021-01-14 00:00:00')]
"HP ENVY Laptop 13-ba1030TX /13""/Intel i5 /8GB/NVIDIA MX450/512GB SSD",6,18299000,[Timestamp('2021-01-14 00:00:00')]
"HP ENVY X360 13-AR0006AU RYZEN 7 4700U 16GB 512GB 13.3"" FHD W10 TOUCH",1,18749000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY X360 13-AY005AU Ryzen 5-4500 8GB 512GB NVMe 13.3 FHD Touch,1,15999000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY X360 AG0022AU,5,15000000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY X360 Convert 13-ag0023AU - AMD RYZEN 7 2700U - 8GB - 512GB SSD,18,15149000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY X360 M15-EE0013DX-RYZEN 5-4500U-VGEA 8-8GB-256SSD-FHD TOUC-W10,4,11899000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY x360 13 ay0005au Ryzen 5-4500U 8GB 512GB SSD 13.3 FHD TS WIN10,15,15650000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY 15 X360 RYZEN 7 4700 16GB 512GB-SSD Vega-7 WIN-10 15.6 TOUCH,23,15399000,[Timestamp('2021-01-14 00:00:00')]
"HP ENVY x360 13-AY0006AU (AMD Ryzen 7-4700U,13,3 ,D4 16GB,512 SSD,w10)",16,17990000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY x360 15 Touch - Ryzen 5 4500 8GB 256ssd Vega 6 W10 15.6FHD,32,11899000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY x360 15 Touch - Ryzen 7 4700U 8GB 512ssd Vega 7 W10 15.6FHD,12,14799000,[Timestamp('2021-01-14 00:00:00')]
HP ENVY x360 Conv 13-ay0006AU Ryzen7-4700U Vega 16GB 512SSD FHD TS W10,4,17600000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 AQ0044 4K UHD Touch i7 8565 16GB 512ssd MX150 2GB W10 13.3,4,15799000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 AQT1015TX i5,36,13356000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 Intel i5 1021U 8GB 512ssd MX250 AQ1015TX /AQ1016TX,4,14999000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 Intel i7 1051U 16GB 512ssd MX250 AQ1017TX /AQ1018TX,16,19299000,[Timestamp('2021-01-14 00:00:00')]
HP Envy 13 X360 AMD RYZEN 7 2700U 8GB 256GB SSD Vega 10,90,12999000,[Timestamp('2021-01-14 00:00:00')]
"HP ENVY x360 13-ay0006AU Ryzen7-4700U/Vega10/16GB/512GB/13,3FHD/OHS",8,19999000,[Timestamp('2021-01-14 00:00:00')]
Dell Inspiron 5402 [Ci7-1165G7-8-512-NVD-W10-OHS-SLV] DELL OFFICIAL,9,15499000,[Timestamp('2021-01-14 00:00:00')]
"LAPTOP ACER ASPIRE 5 A514 53 - i3-1005G1 - 4GB - 512SSD + INTEL OPTANE - 14""FHD - W10 - OFFICE",399,7499000,[Timestamp('2021-01-14 00:00:00')]
LAPTOP ACER ASPIRE 5 A514 INTEL CORE i3 RAM 8GB HDD 1TB WINDOWS 10,6,6800000,[Timestamp('2021-01-14 00:00:00')]
LCD LED Screen Panel 13.3 Slim Acer Aspire S3 Series Silver,0,2000000,[Timestamp('2021-01-14 00:00:00')]
LCD Touchscreen Dell Inspiron 13 7000 LTN133HL03-201 NV133FHM-N45 P57G,30,2600000,[Timestamp('2021-01-14 00:00:00')]
LCD/LED 13.3 Acer Aspire Ultrabook S3 Gold,4,1910000,[Timestamp('2021-01-14 00:00:00')]
LED LCD Touch Screen Laptop Dell Inspiron 13 5000 5368 5378 5379 P69G,1,2500000,[Timestamp('2021-01-14 00:00:00')]
LEGION 5i GTX 1660Ti - 120HZ REFRESH RATE  - 16GB RAM - RGB KEYBOARD - i7 10750H,140,17799000,[Timestamp('2021-01-14 00:00:00')]
LENOVO IDEAPAD 3 14IIL INTEL I3 1005G1 8/4GB 512GB SSD INTEL GRAPHICS WIN10HOME + OHS,10,7820000,[Timestamp('2021-01-14 00:00:00')]
